Time (s),Pressure 1 (kPa),Pressure 2 (kPa),Switch State
0.119,-7.61,-7.86,1
0.139,-7.61,-7.86,1
0.159,-7.49,-7.86,1
0.179,-7.49,-7.86,1
0.199,-7.49,-7.86,1
0.219,-7.61,-7.86,1
0.239,-7.49,-7.86,1
0.259,-7.49,-7.86,1
0.279,-7.49,-7.86,1
0.299,-7.49,-7.86,1
0.32,-7.61,-7.86,1
0.339,-7.61,-7.86,1
0.359,-7.49,-7.86,1
0.379,-7.61,-7.86,1
0.4,-7.61,-7.86,1
0.419,-7.61,-7.86,1
0.44,-7.49,-7.86,1
0.459,-7.61,-7.86,1
0.48,-7.49,-7.86,1
0.499,-7.61,-7.86,1
0.519,-7.49,-7.86,1
0.519,-7.61,-7.86,1
0.54,-7.61,-7.86,1
0.559,-7.49,-7.86,1
0.58,-7.49,-7.86,1
0.6,-7.49,-7.86,1
0.62,-7.61,-7.86,1
0.64,-7.49,-7.86,1
0.66,-7.61,-7.86,1
0.68,-7.49,-7.86,1
0.7,-7.49,-7.86,1
0.72,-7.61,-7.86,1
0.74,-7.61,-7.86,1
0.76,-7.61,-7.86,1
0.78,-7.49,-7.86,1
0.8,-7.61,-7.86,1
0.82,-7.49,-7.86,1
0.841,-7.49,-7.86,1
0.86,-7.61,-7.98,1
0.88,-7.49,-7.86,1
0.9,-7.49,-7.86,1
0.92,-7.49,-7.98,1
0.94,-7.61,-7.86,1
0.96,-7.49,-7.86,1
0.98,-7.49,-7.86,1
1.0,-7.49,-7.86,1
1.02,-7.61,-7.86,1
1.04,-7.61,-7.86,1
1.06,-7.61,-7.86,1
1.08,-7.61,-7.73,1
1.1,-7.61,-7.86,1
1.12,-7.49,-7.86,1
1.14,-7.61,-7.86,1
1.16,-7.61,-7.86,1
1.181,-7.61,-7.86,1
1.2,-7.49,-7.86,1
1.22,-7.61,-7.86,1
1.247,-7.49,-7.86,1
1.26,-7.49,-7.86,1
1.28,-7.61,-7.86,1
1.3,-7.61,-7.86,1
1.321,-7.49,-7.86,1
1.341,-7.61,-7.86,1
1.362,-7.61,-7.86,1
1.381,-7.49,-7.86,1
1.402,-7.61,-7.86,1
1.421,-7.49,-7.86,1
1.441,-7.49,-7.86,1
1.461,-7.61,-7.98,1
1.481,-7.61,-7.86,1
1.502,-7.49,-7.86,1
1.521,-7.61,-7.86,1
1.542,-7.61,-7.86,1
1.562,-7.49,-7.98,1
1.582,-7.61,-7.86,1
1.601,-7.49,-7.86,1
1.621,-7.61,-7.86,1
1.641,-7.49,-7.86,1
1.661,-7.61,-7.86,1
1.681,-7.61,-7.86,1
1.702,-7.61,-7.86,1
1.721,-7.49,-7.86,1
1.721,-7.61,-7.86,1
1.744,-7.49,-7.86,1
1.761,-7.49,-7.86,1
1.781,-7.61,-7.86,1
1.802,-7.61,-7.86,1
1.822,-7.61,-7.86,1
1.847,-7.61,-7.86,1
1.861,-7.61,-7.86,1
1.882,-7.61,-7.86,1
1.902,-7.61,-7.86,1
1.922,-7.61,-7.86,1
1.941,-7.49,-7.86,1
1.961,-7.49,-7.98,1
1.981,-7.49,-7.86,1
2.002,-7.61,-7.86,1
2.021,-7.61,-7.86,1
2.042,-7.49,-7.86,1
2.062,-7.49,-7.86,1
2.081,-7.61,-7.86,1
2.101,-7.49,-7.86,1
2.121,-7.49,-7.86,1
2.142,-7.61,-7.86,1
2.162,-7.49,-7.86,1
2.182,-7.61,-7.86,1
2.202,-7.61,-7.86,1
2.222,-7.49,-7.86,1
2.244,-7.49,-7.86,1
2.262,-7.49,-7.86,1
2.282,-7.49,-7.86,1
2.302,-7.49,-7.86,1
2.322,-7.49,-7.86,1
2.342,-7.49,-7.86,1
2.362,-7.61,-7.86,1
2.382,-7.61,-7.86,1
2.402,-7.61,-7.86,1
2.422,-7.49,-7.86,1
2.442,-7.61,-7.86,1
2.462,-7.61,-7.86,1
2.481,-7.61,-7.86,1
2.502,-7.49,-7.86,1
2.522,-7.61,-7.86,1
2.543,-7.49,-7.86,1
2.563,-7.49,-7.86,1
2.583,-7.61,-7.86,1
2.603,-7.61,-7.86,1
2.623,-7.49,-7.86,1
2.643,-7.61,-7.86,1
2.663,-7.49,-7.86,1
2.684,-7.61,-7.86,1
2.703,-7.61,-7.86,1
2.723,-7.61,-7.86,1
2.749,-7.61,-7.98,1
2.763,-7.61,-7.86,1
2.783,-7.49,-7.86,1
2.803,-7.61,-7.86,1
2.824,-7.61,-7.86,1
2.843,-7.61,-7.86,1
2.863,-7.61,-7.86,1
2.883,-7.49,-7.86,1
2.903,-7.49,-7.86,1
2.923,-7.49,-7.86,1
2.923,-7.61,-7.86,1
2.944,-7.49,-7.86,1
2.964,-7.61,-7.86,1
2.984,-7.61,-7.86,1
3.003,-7.61,-7.86,1
3.024,-7.49,-7.86,1
3.044,-7.61,-7.86,1
3.064,-7.61,-7.86,1
3.084,-7.61,-7.86,1
3.104,-7.61,-7.86,1
3.124,-7.61,-7.86,1
3.143,-7.61,-7.86,1
3.163,-7.49,-7.86,1
3.184,-7.49,-7.86,1
3.204,-7.61,-7.86,1
3.223,-7.49,-7.86,1
3.244,-7.61,-7.86,1
3.264,-7.49,-7.86,1
3.284,-7.49,-7.86,1
3.303,-7.61,-7.86,1
3.324,-7.61,-7.86,1
3.344,-7.49,-7.86,1
3.364,-7.49,-7.86,1
3.385,-7.37,-7.86,1
3.404,-7.37,-7.86,1
3.424,-7.37,-7.86,1
3.444,-7.37,-7.86,1
3.464,-7.37,-7.86,1
3.484,-7.37,-7.86,1
3.504,-7.49,-7.86,1
3.524,-7.49,-7.86,1
3.544,-7.49,-7.86,1
3.564,-7.49,-7.86,1
3.584,-7.49,-7.86,1
3.604,-7.49,-7.86,1
3.624,-7.49,-7.86,1
3.644,-7.49,-7.86,1
3.664,-7.49,-7.86,1
3.684,-7.49,-7.98,1
3.705,-7.49,-7.86,1
3.725,-7.61,-8.22,1
3.745,-7.49,-8.59,1
3.765,-7.49,-8.83,1
3.785,-7.49,-9.08,1
