Time (s),Pressure 1 (kPa),Pressure 2 (kPa),Switch State
0.123,-7.49,-7.86,1
0.144,-7.61,-7.98,1
0.164,-7.61,-7.86,1
0.184,-7.61,-7.86,1
0.204,-7.61,-7.86,1
0.224,-7.49,-7.86,1
0.243,-7.61,-7.86,1
0.264,-7.61,-7.86,1
0.284,-7.49,-7.98,1
0.303,-7.49,-7.98,1
0.324,-7.61,-7.86,1
0.344,-7.61,-7.98,1
0.363,-7.49,-7.98,1
0.384,-7.61,-7.86,1
0.404,-7.61,-7.98,1
0.424,-7.61,-7.98,1
0.444,-7.49,-7.98,1
0.464,-7.61,-7.86,1
0.483,-7.61,-7.86,1
0.504,-7.61,-7.86,1
0.524,-7.61,-7.86,1
0.545,-7.49,-7.86,1
0.564,-7.49,-7.86,1
0.585,-7.49,-7.86,1
0.604,-7.61,-7.86,1
0.624,-7.61,-7.86,1
0.644,-7.49,-7.86,1
0.665,-7.61,-7.86,1
0.684,-7.61,-7.86,1
0.705,-7.61,-7.98,1
0.724,-7.49,-7.86,1
0.745,-7.61,-7.86,1
0.765,-7.61,-7.86,1
0.784,-7.61,-7.86,1
0.804,-7.49,-7.86,1
0.824,-7.61,-7.98,1
0.844,-7.61,-7.86,1
0.865,-7.61,-7.86,1
0.885,-7.61,-7.86,1
0.904,-7.61,-7.86,1
0.925,-7.49,-7.86,1
0.925,-7.61,-7.86,1
0.945,-7.49,-7.86,1
0.965,-7.49,-7.86,1
0.985,-7.49,-7.86,1
1.005,-7.49,-7.86,1
1.025,-7.61,-7.86,1
1.045,-7.61,-7.98,1
1.065,-7.61,-7.86,1
1.085,-7.61,-7.73,1
1.105,-7.61,-7.86,1
1.126,-7.61,-7.98,1
1.145,-7.61,-7.86,1
1.165,-7.49,-7.86,1
1.185,-7.61,-7.86,1
1.205,-7.49,-7.86,1
1.225,-7.61,-7.86,1
1.245,-7.49,-7.86,1
1.265,-7.49,-7.86,1
1.285,-7.61,-7.86,1
1.305,-7.61,-7.86,1
1.325,-7.49,-7.86,1
1.325,-7.61,-7.86,1
1.346,-7.61,-7.86,1
1.365,-7.61,-7.86,1
1.386,-7.61,-7.86,1
1.405,-7.61,-7.86,1
1.426,-7.49,-7.86,1
1.446,-7.49,-7.98,1
1.472,-7.49,-7.86,1
1.486,-7.61,-7.86,1
1.506,-7.61,-7.86,1
1.526,-7.61,-7.86,1
1.546,-7.61,-7.86,1
1.566,-7.61,-7.86,1
1.586,-7.61,-7.86,1
1.605,-7.61,-7.86,1
1.626,-7.49,-7.86,1
1.646,-7.61,-7.86,1
1.666,-7.49,-7.86,1
1.689,-7.61,-7.86,1
1.706,-7.49,-7.86,1
1.725,-7.49,-7.86,1
1.726,-7.61,-7.86,1
1.747,-7.61,-7.86,1
1.766,-7.49,-7.86,1
1.787,-7.49,-7.86,1
1.806,-7.49,-7.98,1
1.826,-7.49,-7.98,1
1.847,-7.61,-7.86,1
1.866,-7.61,-7.98,1
1.887,-7.61,-7.98,1
1.906,-7.61,-7.98,1
1.926,-7.49,-7.86,1
1.946,-7.61,-7.86,1
1.966,-7.61,-7.86,1
1.986,-7.49,-7.86,1
2.006,-7.61,-7.86,1
2.026,-7.61,-7.86,1
2.046,-7.61,-7.98,1
2.066,-7.61,-7.86,1
2.086,-7.61,-7.86,1
2.106,-7.49,-7.86,1
2.126,-7.61,-7.86,1
2.126,-7.49,-7.86,1
2.146,-7.61,-7.86,1
2.167,-7.49,-7.86,1
2.188,-7.49,-7.98,1
2.206,-7.49,-7.86,1
2.226,-7.49,-7.86,1
2.246,-7.61,-7.98,1
2.272,-7.49,-7.86,1
2.286,-7.49,-7.86,1
2.307,-7.61,-7.86,1
2.326,-7.61,-7.86,1
2.346,-7.49,-7.98,1
2.366,-7.49,-7.86,1
2.387,-7.61,-7.86,1
2.406,-7.49,-7.86,1
2.426,-7.61,-7.98,1
2.447,-7.61,-7.86,1
2.466,-7.49,-7.86,1
2.487,-7.49,-7.86,1
2.506,-7.49,-7.98,1
2.526,-7.61,-7.86,1
2.526,-7.61,-7.86,1
2.546,-7.61,-7.86,1
2.567,-7.61,-7.86,1
2.586,-7.49,-7.86,1
2.607,-7.61,-7.86,1
2.627,-7.61,-7.86,1
2.647,-7.49,-7.86,1
2.666,-7.49,-7.86,1
2.689,-7.49,-7.86,1
2.706,-7.61,-7.98,1
2.727,-7.61,-7.86,1
2.746,-7.61,-7.86,1
2.767,-7.61,-7.86,1
2.787,-7.61,-7.86,1
2.807,-7.49,-7.86,1
2.826,-7.49,-7.86,1
2.847,-7.49,-7.86,1
2.867,-7.61,-7.86,1
2.887,-7.49,-7.86,1
