0,0.012717
0.01,0.013046
0.02,0.013703
0.03,0.01699
0.04,0.012717
0.05,0.012389
0.06,0.014689
0.07,0.015347
0.08,0.011403
0.09,0.014361
0.1,0.014689
0.11,0.012717
0.12,0.015018
0.13,0.016333
0.14,0.013046
0.15,0.013703
0.16,0.016333
0.17,0.014361
0.18,0.015018
0.19,0.011731
0.2,0.014361
0.21,0.015675
0.22,0.01206
0.23,0.01206
0.24,0.016333
0.25,0.017647
0.26,0.011731
0.27,0.013703
0.28,0.015018
0.29,0.014689
0.3,0.015347
0.31,0.013703
0.32,0.014032
0.33,0.013046
0.34,0.016333
0.35,0.016004
0.36,0.012389
0.37,0.012389
0.38,0.016004
0.39,0.016333
0.4,0.013703
0.41,0.013703
0.42,0.013703
0.43,0.014032
0.44,0.015018
0.45,0.014361
0.46,0.012389
0.47,0.014032
0.48,0.014689
0.49,0.015018
0.5,0.013703
0.51,0.013703
0.52,0.014032
0.53,0.016004
0.54,0.014032
0.55,0.01206
0.56,0.013375
0.57,0.015675
0.58,0.014689
0.59,0.013703
0.6,0.012389
0.61,0.015018
0.62,0.016004
0.63,0.014032
0.64,0.012389
0.65,0.014032
0.66,0.015018
0.67,0.014689
0.68,0.013375
0.69,0.014032
0.7,0.012717
0.71,0.015347
0.72,0.015347
0.73,0.013046
0.74,0.012717
0.75,0.015018
0.76,0.014032
0.77,0.014361
0.78,0.014032
0.79,0.013375
0.8,0.014689
0.81,0.012717
0.82,0.015347
0.83,0.014361
0.84,0.013375
0.85,0.011074
0.86,0.016333
0.87,0.014689
0.88,0.014032
0.89,0.014032
0.9,0.015675
0.91,0.015018
0.92,0.012717
0.93,0.013703
0.94,0.012717
0.95,0.014032
0.96,0.015675
0.97,0.014361
0.98,0.011074
0.99,0.014689
1,0.01699
1.01,0.014689
1.02,0.011731
1.03,0.013046
1.04,0.015018
1.05,0.014689
1.06,0.014689
1.07,0.013375
1.08,0.013375
1.09,0.014689
1.1,0.015018
1.11,0.012717
1.12,0.014032
1.13,0.013703
1.14,0.015018
1.15,0.014689
1.16,0.013703
1.17,0.013703
1.18,0.014361
1.19,0.014032
1.2,0.015347
1.21,0.013703
1.22,0.01206
1.23,0.014032
1.24,0.016333
1.25,0.015018
1.26,0.012717
1.27,0.016004
1.28,0.017319
1.29,0.011074
1.3,0.012717
1.31,0.016661
1.32,0.011074
1.33,0.015018
1.34,0.015018
1.35,0.012389
1.36,0.013046
1.37,0.015018
1.38,0.017319
1.39,0.011403
1.4,0.011731
1.41,0.015347
1.42,0.015018
1.43,0.012389
1.44,0.014689
1.45,0.012717
1.46,0.014032
1.47,0.015018
1.48,0.014361
1.49,0.013703
1.5,0.013375
1.51,0.014689
1.52,0.015675
1.53,0.013703
1.54,0.012717
1.55,0.013703
1.56,0.015347
1.57,0.014032
1.58,0.012389
1.59,0.013703
1.6,0.015018
1.61,0.014689
1.62,0.014361
1.63,0.014361
1.64,0.013375
1.65,0.014361
1.66,0.016004
1.67,0.013703
1.68,0.012717
1.69,0.014689
1.7,0.014361
1.71,0.014689
1.72,0.01206
1.73,0.013375
1.74,0.014689
1.75,0.015018
1.76,0.012717
1.77,0.013703
1.78,0.014032
1.79,0.015018
1.8,0.014689
1.81,0.013375
1.82,0.012717
1.83,0.014361
1.84,0.015347
1.85,0.014032
1.86,0.013703
1.87,0.014032
1.88,0.014689
1.89,0.014689
1.9,0.014032
1.91,0.012389
1.92,0.013375
1.93,0.016004
1.94,0.013375
1.95,0.01206
1.96,0.014032
1.97,0.014032
1.98,0.013703
1.99,0.014361
2,0.013703
2.01,0.014032
2.02,0.014032
2.03,0.015347
2.04,0.014689
2.05,0.013046
2.06,0.014032
2.07,0.015347
2.08,0.013046
2.09,0.012717
2.1,0.013375
2.11,0.014361
2.12,0.014361
2.13,0.015347
2.14,0.013703
2.15,0.013703
2.16,0.014032
2.17,0.014361
2.18,0.014032
2.19,0.015018
2.2,0.011403
2.21,0.014689
2.22,0.015347
2.23,0.014689
2.24,0.013375
2.25,0.014689
2.26,0.013046
2.27,0.014361
2.28,0.015018
2.29,0.014032
2.3,0.013046
2.31,0.014689
2.32,0.015347
2.33,0.012717
2.34,0.013375
2.35,0.013703
2.36,0.014689
2.37,0.014689
2.38,0.014032
2.39,0.014032
2.4,0.014032
2.41,0.014689
2.42,0.014689
2.43,0.013046
2.44,0.013046
2.45,0.014361
2.46,0.015347
2.47,0.012717
2.48,0.013703
2.49,0.016661
2.5,0.014032
2.51,0.014361
2.52,0.013375
2.53,0.013046
2.54,0.014032
2.55,0.014689
2.56,0.014032
2.57,0.013375
2.58,0.013375
2.59,0.013703
2.6,0.014032
2.61,0.014361
2.62,0.012717
2.63,0.014032
2.64,0.015018
2.65,0.014032
2.66,0.013703
2.67,0.011403
2.68,0.014032
2.69,0.014032
2.7,0.013703
2.71,0.013703
2.72,0.013703
2.73,0.014689
2.74,0.014689
2.75,0.014032
2.76,0.014032
2.77,0.013046
2.78,0.014689
2.79,0.013046
2.8,0.014032
2.81,0.014689
2.82,0.014361
2.83,0.013375
2.84,0.014689
2.85,0.013375
2.86,0.014032
2.87,0.014689
2.88,0.013703
2.89,0.013703
2.9,0.014361
2.91,0.013703
2.92,0.014032
2.93,0.015018
2.94,0.013703
2.95,0.014032
2.96,0.014361
2.97,0.014032
2.98,0.013703
2.99,0.014032
3,0.014689
3.01,0.014689
3.02,0.014032
3.03,0.014032
3.04,0.013703
3.05,0.014689
3.06,0.013375
3.07,0.014032
3.08,0.014361
3.09,0.013375
3.1,0.015018
3.11,0.014032
3.12,0.013703
3.13,0.014361
3.14,0.013375
3.15,0.013703
3.16,0.014689
3.17,0.013703
3.18,0.014032
3.19,0.014361
3.2,0.013703
3.21,0.014032
3.22,0.014032
3.23,0.014689
3.24,0.013703
3.25,0.011731
3.26,0.013703
3.27,0.014361
3.28,0.014689
3.29,0.014361
3.3,0.013046
3.31,0.015018
3.32,0.013703
3.33,0.013375
3.34,0.014361
3.35,0.014361
3.36,0.013703
3.37,0.015018
3.38,0.014689
3.39,0.013375
3.4,0.014361
3.41,0.014689
3.42,0.013046
3.43,0.014689
3.44,0.014689
3.45,0.015347
3.46,0.013703
3.47,0.014032
3.48,0.014032
3.49,0.014032
3.5,0.013703
3.51,0.014032
3.52,0.013703
3.53,0.013375
3.54,0.014032
3.55,0.014361
3.56,0.013703
3.57,0.014689
3.58,0.014032
3.59,0.014032
3.6,0.013703
3.61,0.014361
3.62,0.013375
3.63,0.014032
3.64,0.013703
3.65,0.013703
3.66,0.013703
3.67,0.014689
3.68,0.014032
3.69,0.014689
3.7,0.013703
3.71,0.013703
3.72,0.014689
3.73,0.015347
3.74,0.013375
3.75,0.014032
3.76,0.014361
3.77,0.014361
3.78,0.013375
3.79,0.014689
3.8,0.014032
3.81,0.014032
3.82,0.013703
3.83,0.014689
3.84,0.013703
3.85,0.013703
3.86,0.012717
3.87,0.015018
3.88,0.014361
3.89,0.013375
3.9,0.014689
3.91,0.014689
3.92,0.013046
3.93,0.015675
3.94,0.014361
3.95,0.013375
3.96,0.013375
3.97,0.014361
3.98,0.014689
3.99,0.014032
4,0.013703
4.01,0.013703
4.02,0.014032
4.03,0.014689
4.04,0.013703
4.05,0.014361
4.06,0.013703
4.07,0.014032
4.08,0.014361
4.09,0.013703
4.1,0.013046
4.11,0.014689
4.12,0.014361
4.13,0.014689
4.14,0.013703
4.15,0.014032
4.16,0.013703
4.17,0.014361
4.18,0.014361
4.19,0.014689
4.2,0.013375
4.21,0.013703
4.22,0.016004
4.23,0.014032
4.24,0.013046
4.25,0.014361
4.26,0.016004
4.27,0.014032
4.28,0.012717
4.29,0.014361
4.3,0.015675
4.31,0.014361
4.32,0.014689
4.33,0.013703
4.34,0.013703
4.35,0.015018
4.36,0.014689
4.37,0.013046
4.38,0.014032
4.39,0.013703
4.4,0.015675
4.41,0.013703
4.42,0.012717
4.43,0.014689
4.44,0.014689
4.45,0.014032
4.46,0.014032
4.47,0.014361
4.48,0.014032
4.49,0.012389
4.5,0.014032
4.51,0.014361
4.52,0.014032
4.53,0.014689
4.54,0.013703
4.55,0.014361
4.56,0.014032
4.57,0.014032
4.58,0.013375
4.59,0.014689
4.6,0.013046
4.61,0.013375
4.62,0.014032
4.63,0.014689
4.64,0.014689
4.65,0.013703
4.66,0.013375
4.67,0.015018
4.68,0.014689
4.69,0.013375
4.7,0.013375
4.71,0.013703
4.72,0.014689
4.73,0.015675
4.74,0.013703
4.75,0.013375
4.76,0.014689
4.77,0.014361
4.78,0.014032
4.79,0.013703
4.8,0.014361
4.81,0.015018
4.82,0.015018
4.83,0.014032
4.84,0.014032
4.85,0.014032
4.86,0.014032
4.87,0.015675
4.88,0.014361
4.89,0.013375
4.9,0.014032
4.91,0.015347
4.92,0.013703
4.93,0.013703
4.94,0.014361
4.95,0.014361
4.96,0.014361
4.97,0.014032
4.98,0.013375
4.99,0.014361
5,0.014361
5.01,0.014361
