0,0.012717
0.01,0.01206
0.02,0.011731
0.03,0.01206
0.04,0.013046
0.05,0.012389
0.06,0.012389
0.07,0.012389
0.08,0.01206
0.09,0.011403
0.1,0.011403
0.11,0.012389
0.12,0.01206
0.13,0.01206
0.14,0.012389
0.15,0.011731
0.16,0.01206
0.17,0.011403
0.18,0.012389
0.19,0.012389
0.2,0.01206
0.21,0.012717
0.22,0.01206
0.23,0.01206
0.24,0.011731
0.25,0.012389
0.26,0.01206
0.27,0.011731
0.28,0.01206
0.29,0.01206
0.3,0.011731
0.31,0.01206
0.32,0.01206
0.33,0.012717
0.34,0.01206
0.35,0.011731
0.36,0.012717
0.37,0.012389
0.38,0.01206
0.39,0.012389
0.4,0.012389
0.41,0.012389
0.42,0.01206
0.43,0.012717
0.44,0.012389
0.45,0.01206
0.46,0.012389
0.47,0.01206
0.48,0.011731
0.49,0.012389
0.5,0.012389
0.51,0.01206
0.52,0.012389
0.53,0.01206
0.54,0.012389
0.55,0.01206
0.56,0.011731
0.57,0.01206
0.58,0.012717
0.59,0.012389
0.6,0.01206
0.61,0.01206
0.62,0.012389
0.63,0.012389
0.64,0.01206
0.65,0.012389
0.66,0.011731
0.67,0.012389
0.68,0.012389
0.69,0.012389
0.7,0.012389
0.71,0.012389
0.72,0.012389
0.73,0.01206
0.74,0.012389
0.75,0.01206
0.76,0.012717
0.77,0.01206
0.78,0.012389
0.79,0.012389
0.8,0.011731
0.81,0.012717
0.82,0.011731
0.83,0.012389
0.84,0.012717
0.85,0.012389
0.86,0.012389
0.87,0.012389
0.88,0.012389
0.89,0.01206
0.9,0.011731
0.91,0.01206
0.92,0.012389
0.93,0.01206
0.94,0.01206
0.95,0.012389
0.96,0.01206
0.97,0.01206
0.98,0.01206
0.99,0.01206
1,0.012389
1.01,0.01206
1.02,0.012717
1.03,0.012717
1.04,0.012389
1.05,0.012389
1.06,0.012717
1.07,0.01206
1.08,0.012389
1.09,0.012389
1.1,0.01206
1.11,0.011731
1.12,0.01206
1.13,0.011731
1.14,0.01206
1.15,0.011731
1.16,0.011731
1.17,0.011731
1.18,0.011731
1.19,0.012389
1.2,0.012717
1.21,0.01206
1.22,0.011731
1.23,0.012389
1.24,0.01206
1.25,0.01206
1.26,0.012389
1.27,0.011731
1.28,0.012389
1.29,0.012389
1.3,0.012389
1.31,0.012389
1.32,0.012389
1.33,0.01206
1.34,0.01206
1.35,0.012389
1.36,0.012717
1.37,0.01206
1.38,0.012389
1.39,0.012717
1.4,0.011731
1.41,0.01206
1.42,0.012389
