Time (s),Pressure 1 (kPa),Pressure 2 (kPa),Switch State
0.086,-7.61,-7.86,1
0.106,-7.61,-7.86,1
0.126,-7.61,-7.86,1
0.146,-7.49,-7.86,1
0.166,-7.61,-7.86,1
0.186,-7.61,-7.98,1
0.206,-7.49,-7.86,1
0.226,-7.61,-7.86,1
0.246,-7.61,-7.98,1
0.266,-7.61,-7.86,1
0.286,-7.61,-7.86,1
0.306,-7.61,-7.86,1
0.326,-7.49,-7.98,1
0.346,-7.61,-7.86,1
0.366,-7.49,-7.98,1
0.386,-7.61,-7.86,1
0.406,-7.61,-7.86,1
0.426,-7.61,-7.86,1
0.446,-7.61,-7.86,1
0.466,-7.49,-7.86,1
0.487,-7.61,-7.86,1
0.507,-7.49,-7.86,1
0.527,-7.61,-7.86,1
0.547,-7.49,-7.86,1
0.567,-7.49,-7.86,1
0.587,-7.61,-7.86,1
0.607,-7.49,-7.86,1
0.627,-7.61,-7.86,1
0.647,-7.49,-7.86,1
0.667,-7.61,-7.86,1
0.687,-7.61,-7.98,1
0.707,-7.61,-7.86,1
0.727,-7.61,-7.98,1
0.747,-7.49,-7.86,1
0.767,-7.61,-7.86,1
0.787,-7.61,-7.86,1
0.807,-7.61,-7.86,1
0.827,-7.61,-7.86,1
0.847,-7.61,-7.86,1
0.867,-7.61,-7.86,1
0.887,-7.49,-7.86,1
0.907,-7.61,-7.86,1
0.927,-7.49,-7.86,1
0.947,-7.61,-7.98,1
0.967,-7.49,-7.86,1
0.987,-7.61,-7.86,1
1.007,-7.61,-7.86,1
1.027,-7.49,-7.86,1
1.047,-7.61,-7.86,1
1.067,-7.49,-7.86,1
1.087,-7.49,-7.86,1
1.107,-7.49,-7.86,1
1.127,-7.61,-7.86,1
1.147,-7.49,-7.86,1
1.167,-7.49,-7.86,1
1.187,-7.61,-7.86,1
1.207,-7.49,-7.86,1
1.227,-7.49,-7.86,1
1.247,-7.61,-7.98,1
1.267,-7.61,-7.86,1
1.287,-7.49,-7.86,1
1.288,-7.61,-7.86,1
1.308,-7.49,-7.86,1
1.328,-7.61,-7.86,1
1.348,-7.49,-7.86,1
1.368,-7.61,-7.86,1
1.388,-7.61,-7.86,1
1.408,-7.61,-7.98,1
1.428,-7.61,-7.86,1
1.448,-7.61,-7.98,1
1.468,-7.61,-7.86,1
1.488,-7.49,-7.86,1
1.508,-7.61,-7.86,1
1.528,-7.61,-7.86,1
1.548,-7.61,-7.86,1
1.568,-7.61,-7.86,1
1.588,-7.49,-7.86,1
1.608,-7.61,-7.86,1
1.628,-7.61,-7.86,1
1.648,-7.61,-7.86,1
1.668,-7.49,-7.86,1
1.689,-7.61,-7.86,1
1.709,-7.61,-7.86,1
1.729,-7.61,-7.86,1
1.749,-7.61,-7.86,1
1.769,-7.61,-7.98,1
1.789,-7.61,-7.86,1
1.809,-7.61,-7.86,1
1.829,-7.61,-7.86,1
1.849,-7.61,-7.86,1
1.869,-7.49,-7.98,1
1.889,-7.61,-7.86,1
1.909,-7.61,-7.86,1
1.929,-7.61,-7.98,1
1.949,-7.61,-7.86,1
1.969,-7.61,-7.86,1
1.989,-7.61,-7.86,1
2.009,-7.61,-7.86,1
2.029,-7.61,-7.86,1
2.049,-7.61,-7.86,1
2.069,-7.61,-7.86,1
2.089,-7.61,-7.98,1
2.089,-7.61,-7.86,1
2.109,-7.49,-7.86,1
2.129,-7.61,-7.86,1
2.149,-7.49,-7.86,1
2.169,-7.49,-7.86,1
2.189,-7.49,-7.86,1
2.209,-7.61,-7.86,1
2.229,-7.61,-7.86,1
2.249,-7.61,-7.86,1
2.269,-7.61,-7.86,1
2.289,-7.61,-7.86,1
2.309,-7.49,-7.86,1
2.329,-7.61,-7.86,1
2.349,-7.61,-7.86,1
2.369,-7.49,-7.98,1
2.389,-7.61,-7.98,1
2.409,-7.61,-7.86,1
2.429,-7.61,-7.86,1
2.449,-7.61,-7.86,1
2.469,-7.61,-7.86,1
2.489,-7.61,-7.86,1
2.49,-7.61,-7.86,1
2.51,-7.61,-7.86,1
2.53,-7.49,-7.98,1
2.55,-7.61,-7.86,1
2.57,-7.49,-7.86,1
2.59,-7.61,-7.86,1
2.61,-7.61,-7.86,1
2.63,-7.61,-7.86,1
2.65,-7.49,-7.86,1
2.67,-7.49,-7.98,1
2.69,-7.61,-7.86,1
2.71,-7.61,-7.98,1
2.73,-7.61,-7.86,1
2.75,-7.61,-7.86,1
2.77,-7.61,-7.86,1
2.79,-7.49,-7.86,1
2.81,-7.61,-7.98,1
2.83,-7.61,-7.86,1
2.85,-7.49,-7.86,1
2.87,-7.61,-7.86,1
2.89,-7.61,-7.98,1
2.91,-7.61,-7.86,1
2.93,-7.61,-7.86,1
2.95,-7.49,-7.86,1
2.97,-7.49,-7.86,1
2.99,-7.49,-7.86,1
3.01,-7.61,-7.98,1
3.03,-7.61,-7.86,1
3.05,-7.49,-7.98,1
3.07,-7.49,-7.86,1
3.09,-7.61,-7.86,1
3.11,-7.49,-7.86,1
3.13,-7.49,-7.86,1
3.15,-7.61,-7.86,1
3.17,-7.49,-7.86,1
3.19,-7.61,-7.86,1
3.21,-7.61,-7.86,1
3.23,-7.61,-7.86,1
3.25,-7.61,-7.86,1
3.27,-7.61,-7.86,1
3.29,-7.49,-7.86,1
3.31,-7.49,-7.86,1
3.33,-7.37,-7.98,1
3.35,-7.25,-7.86,1
3.37,-7.25,-7.86,1
3.39,-7.25,-7.86,1
3.41,-7.37,-7.86,1
3.43,-7.37,-7.98,1
3.45,-7.37,-7.86,1
3.47,-7.37,-7.86,1
3.49,-7.49,-7.86,1
3.51,-7.37,-7.98,1
3.53,-7.49,-7.86,1
3.55,-7.49,-7.86,1
3.57,-7.49,-7.86,1
3.59,-7.49,-7.86,1
3.61,-7.49,-7.86,1
3.63,-7.49,-7.86,1
3.65,-7.49,-7.98,1
3.67,-7.49,-7.86,1
3.691,-7.49,-7.98,1
3.711,-7.49,-8.22,1
3.731,-7.49,-8.59,1
3.751,-7.49,-8.83,1
3.771,-7.49,-8.71,1
3.791,-7.61,-8.59,1
3.811,-7.49,-8.35,1
3.831,-7.49,-8.22,1
3.851,-7.61,-8.1,1
3.871,-7.49,-8.1,1
3.891,-7.49,-7.98,1
3.911,-7.61,-7.98,1
3.931,-7.49,-7.98,1
3.951,-7.49,-7.98,1
3.971,-7.49,-7.98,1
3.991,-7.61,-7.98,1
4.011,-7.49,-7.98,1
4.031,-7.49,-7.98,1
4.051,-7.49,-7.98,1
4.071,-7.49,-7.98,1
4.091,-7.49,-7.86,1
4.091,-7.49,-7.98,1
4.111,-7.49,-7.98,1
4.131,-7.49,-7.98,1
4.151,-7.61,-7.98,1
4.171,-7.49,-7.86,1
4.191,-7.49,-7.98,1
4.211,-7.49,-7.98,1
4.231,-7.61,-7.98,1
4.251,-7.61,-7.98,1
4.271,-7.49,-7.98,1
4.291,-7.49,-7.86,1
4.311,-7.61,-7.98,1
4.331,-7.61,-7.98,1
4.351,-7.61,-7.98,1
4.371,-7.61,-7.98,1
4.391,-7.49,-7.98,1
4.411,-7.61,-7.98,1
4.431,-7.49,-7.98,1
4.451,-7.49,-7.86,1
4.471,-7.49,-7.98,1
4.492,-7.49,-7.98,1
4.512,-7.61,-7.98,1
4.532,-7.49,-7.86,1
4.552,-7.49,-7.98,1
4.572,-7.12,-7.98,1
4.592,-6.51,-7.61,1
4.612,-5.9,-7.12,1
4.632,-5.41,-6.63,1
