Time (s),Pressure 1 (kPa),Pressure 2 (kPa),Switch State
0.121,-7.49,-7.86,1
0.142,-7.49,-7.86,1
0.162,-7.61,-7.86,1
0.182,-7.61,-7.86,1
0.202,-7.49,-7.86,1
0.222,-7.49,-7.86,1
0.242,-7.49,-7.86,1
0.262,-7.49,-7.86,1
0.282,-7.49,-7.86,1
0.302,-7.61,-7.86,1
0.322,-7.61,-7.86,1
0.342,-7.49,-7.98,1
0.362,-7.61,-7.86,1
0.382,-7.61,-7.86,1
0.401,-7.61,-7.86,1
0.422,-7.61,-7.86,1
0.442,-7.49,-7.86,1
0.462,-7.61,-7.86,1
0.482,-7.49,-7.86,1
0.502,-7.49,-7.86,1
0.522,-7.61,-7.86,1
0.522,-7.61,-7.86,1
0.543,-7.61,-7.86,1
0.563,-7.61,-7.98,1
0.583,-7.49,-7.86,1
0.602,-7.49,-7.86,1
0.623,-7.61,-7.86,1
0.643,-7.61,-7.86,1
0.663,-7.49,-7.86,1
0.683,-7.61,-7.86,1
0.703,-7.49,-7.86,1
0.723,-7.61,-7.86,1
0.743,-7.49,-7.98,1
0.763,-7.49,-7.86,1
0.783,-7.61,-7.86,1
0.803,-7.61,-7.86,1
0.823,-7.61,-7.86,1
0.843,-7.61,-7.86,1
0.863,-7.49,-7.98,1
0.883,-7.61,-7.86,1
0.902,-7.61,-7.86,1
0.923,-7.61,-7.86,1
0.943,-7.49,-7.86,1
0.963,-7.61,-7.86,1
0.983,-7.49,-7.98,1
1.003,-7.61,-7.86,1
1.023,-7.49,-7.86,1
1.043,-7.61,-7.86,1
1.063,-7.49,-7.86,1
1.083,-7.61,-7.86,1
1.103,-7.49,-7.86,1
1.124,-7.61,-7.86,1
1.143,-7.49,-7.86,1
1.163,-7.61,-7.86,1
1.184,-7.61,-7.86,1
1.203,-7.49,-7.86,1
1.223,-7.49,-7.86,1
1.243,-7.61,-7.98,1
1.263,-7.61,-7.86,1
1.283,-7.49,-7.98,1
1.303,-7.61,-7.86,1
1.323,-7.61,-7.86,1
1.323,-7.61,-7.86,1
1.344,-7.61,-7.86,1
1.363,-7.61,-7.86,1
1.386,-7.61,-7.86,1
1.404,-7.61,-7.86,1
1.423,-7.61,-7.98,1
1.443,-7.61,-7.86,1
1.464,-7.61,-7.98,1
1.484,-7.61,-7.86,1
1.503,-7.61,-7.86,1
1.523,-7.49,-7.86,1
1.544,-7.61,-7.86,1
1.563,-7.61,-7.86,1
1.583,-7.49,-7.86,1
1.603,-7.61,-7.86,1
1.623,-7.49,-7.86,1
1.643,-7.49,-7.86,1
1.663,-7.49,-7.86,1
1.684,-7.49,-7.86,1
1.703,-7.61,-7.86,1
1.723,-7.61,-7.86,1
1.724,-7.61,-7.86,1
1.745,-7.49,-7.86,1
1.765,-7.61,-7.98,1
1.785,-7.61,-7.86,1
1.805,-7.61,-7.86,1
1.825,-7.49,-7.86,1
1.845,-7.49,-7.86,1
1.865,-7.49,-7.86,1
1.885,-7.49,-7.98,1
1.905,-7.61,-7.86,1
1.925,-7.49,-7.98,1
1.945,-7.49,-7.86,1
1.965,-7.49,-7.86,1
1.985,-7.61,-7.86,1
2.005,-7.61,-7.86,1
2.025,-7.49,-7.86,1
2.045,-7.61,-7.86,1
2.066,-7.61,-7.86,1
2.085,-7.49,-7.98,1
2.105,-7.49,-7.86,1
2.125,-7.61,-7.86,1
2.125,-7.49,-7.86,1
2.145,-7.49,-7.86,1
2.165,-7.61,-7.86,1
2.185,-7.61,-7.86,1
2.206,-7.61,-7.98,1
2.226,-7.49,-7.86,1
2.246,-7.49,-7.98,1
2.266,-7.61,-7.98,1
2.286,-7.49,-7.86,1
2.306,-7.49,-7.86,1
2.326,-7.61,-7.98,1
2.346,-7.61,-7.86,1
2.365,-7.61,-7.86,1
2.386,-7.61,-7.86,1
2.406,-7.49,-7.98,1
2.426,-7.49,-7.86,1
2.446,-7.61,-7.98,1
2.466,-7.61,-7.86,1
2.486,-7.49,-7.86,1
2.506,-7.49,-7.86,1
2.526,-7.61,-7.86,1
2.546,-7.61,-7.86,1
2.566,-7.49,-7.86,1
2.586,-7.61,-7.86,1
2.606,-7.61,-7.86,1
2.627,-7.61,-7.86,1
2.646,-7.61,-7.86,1
2.666,-7.49,-7.98,1
2.686,-7.61,-7.86,1
2.706,-7.49,-7.98,1
2.726,-7.49,-7.86,1
2.747,-7.61,-7.86,1
2.766,-7.61,-7.86,1
2.786,-7.61,-7.86,1
2.806,-7.61,-7.98,1
2.827,-7.61,-7.86,1
2.846,-7.61,-7.86,1
2.866,-7.49,-7.86,1
2.886,-7.61,-7.86,1
2.906,-7.61,-7.86,1
2.926,-7.61,-7.86,1
2.947,-7.61,-7.86,1
2.967,-7.61,-7.86,1
2.987,-7.49,-7.98,1
3.006,-7.61,-7.86,1
3.027,-7.49,-7.98,1
3.047,-7.61,-7.86,1
3.067,-7.49,-7.86,1
3.087,-7.49,-7.86,1
3.106,-7.49,-7.86,1
3.126,-7.49,-7.86,1
3.146,-7.61,-7.86,1
3.167,-7.61,-7.86,1
3.187,-7.61,-7.86,1
3.207,-7.61,-7.98,1
3.227,-7.61,-7.98,1
3.246,-7.49,-7.86,1
3.267,-7.61,-7.86,1
3.287,-7.61,-7.86,1
3.307,-7.49,-7.86,1
3.327,-7.61,-7.86,1
3.347,-7.49,-7.98,1
3.367,-7.37,-7.86,1
3.387,-7.37,-7.86,1
3.407,-7.37,-7.86,1
3.428,-7.37,-7.98,1
