Time (s),Pressure 1 (kPa),Pressure 2 (kPa),Switch State
0.117,-7.61,-7.86,1
0.138,-7.49,-7.86,1
0.158,-7.61,-7.98,1
0.177,-7.61,-7.86,1
0.197,-7.61,-7.98,1
0.217,-7.49,-7.86,1
0.238,-7.49,-7.86,1
0.258,-7.61,-7.86,1
0.278,-7.61,-7.86,1
0.298,-7.49,-7.86,1
0.318,-7.61,-7.86,1
0.345,-7.61,-7.86,1
0.358,-7.61,-7.86,1
0.381,-7.49,-7.86,1
0.398,-7.61,-7.86,1
0.417,-7.61,-7.86,1
0.438,-7.49,-7.86,1
0.464,-7.61,-7.86,1
0.477,-7.61,-7.86,1
0.497,-7.61,-7.86,1
0.517,-7.49,-7.86,1
0.545,-7.49,-7.86,1
0.558,-7.61,-7.86,1
0.581,-7.49,-7.86,1
0.598,-7.61,-7.86,1
0.618,-7.49,-7.86,1
0.638,-7.49,-7.86,1
0.664,-7.61,-7.86,1
0.678,-7.61,-7.86,1
0.698,-7.61,-7.86,1
0.718,-7.61,-7.86,1
0.737,-7.61,-7.98,1
0.758,-7.61,-7.98,1
0.778,-7.49,-7.86,1
0.798,-7.61,-7.86,1
0.819,-7.61,-7.86,1
0.838,-7.49,-7.86,1
0.858,-7.61,-7.86,1
0.878,-7.61,-7.86,1
0.898,-7.61,-7.86,1
0.918,-7.61,-7.86,1
0.918,-7.61,-7.98,1
0.938,-7.61,-7.98,1
0.964,-7.61,-7.86,1
0.979,-7.49,-7.98,1
0.999,-7.61,-7.98,1
1.018,-7.61,-7.86,1
1.039,-7.49,-7.86,1
1.065,-7.49,-7.86,1
1.078,-7.61,-7.86,1
1.099,-7.61,-7.86,1
1.118,-7.61,-7.86,1
1.139,-7.61,-7.86,1
1.159,-7.61,-7.98,1
1.181,-7.61,-7.86,1
1.199,-7.49,-7.86,1
1.219,-7.49,-7.98,1
1.238,-7.49,-7.98,1
1.259,-7.61,-7.98,1
1.279,-7.61,-7.98,1
1.299,-7.61,-7.86,1
1.319,-7.61,-7.86,1
1.319,-7.61,-7.86,1
1.341,-7.61,-7.98,1
1.359,-7.61,-7.86,1
1.381,-7.61,-7.86,1
1.399,-7.61,-7.86,1
1.419,-7.61,-7.98,1
1.439,-7.61,-7.86,1
1.46,-7.61,-7.86,1
1.479,-7.49,-7.86,1
1.5,-7.49,-7.86,1
1.52,-7.61,-7.86,1
1.539,-7.49,-7.86,1
1.559,-7.49,-7.98,1
1.58,-7.49,-7.86,1
1.599,-7.61,-7.86,1
1.619,-7.49,-7.86,1
1.64,-7.61,-7.86,1
1.659,-7.61,-7.86,1
1.679,-7.61,-7.98,1
1.7,-7.61,-7.86,1
1.72,-7.61,-7.98,1
1.74,-7.61,-7.86,1
1.761,-7.61,-7.86,1
1.78,-7.61,-7.86,1
1.8,-7.49,-7.86,1
1.821,-7.61,-7.86,1
1.84,-7.49,-7.86,1
1.86,-7.49,-7.86,1
1.88,-7.61,-7.98,1
1.901,-7.61,-7.86,1
1.921,-7.49,-7.86,1
1.94,-7.49,-7.98,1
1.961,-7.49,-7.86,1
1.98,-7.49,-7.86,1
2.0,-7.61,-7.86,1
2.021,-7.49,-7.86,1
2.04,-7.49,-7.86,1
2.061,-7.37,-7.86,1
2.08,-7.25,-7.98,1
2.1,-7.37,-7.98,1
2.121,-7.37,-7.98,1
2.141,-7.37,-7.86,1
2.162,-7.37,-7.86,1
2.182,-7.49,-7.86,1
2.202,-7.49,-7.86,1
2.221,-7.49,-7.98,1
2.241,-7.49,-7.86,1
2.261,-7.49,-7.86,1
2.281,-7.49,-7.86,1
2.301,-7.49,-7.86,1
2.321,-7.49,-7.86,1
2.341,-7.49,-7.98,1
2.361,-7.49,-7.86,1
2.381,-7.49,-7.86,1
2.401,-7.61,-7.98,1
2.421,-7.49,-8.47,1
2.441,-7.49,-8.83,1
2.461,-7.49,-8.96,1
2.482,-7.49,-9.08,1
2.501,-7.49,-8.83,1
2.521,-7.49,-8.59,1
2.541,-7.61,-8.35,1
2.561,-7.49,-8.22,1
2.582,-7.49,-8.1,1
2.602,-7.49,-7.98,1
2.622,-7.61,-7.98,1
2.641,-7.49,-7.98,1
2.661,-7.49,-7.98,1
2.681,-7.61,-7.98,1
2.702,-7.49,-7.98,1
2.721,-7.61,-7.98,1
2.742,-7.49,-7.98,1
2.762,-7.61,-7.98,1
2.781,-7.49,-7.86,1
2.801,-7.49,-7.98,1
2.822,-7.61,-7.98,1
2.842,-7.49,-7.98,1
2.861,-7.49,-7.86,1
2.882,-7.49,-7.98,1
2.901,-7.49,-7.98,1
2.922,-7.61,-7.98,1
2.942,-7.61,-7.86,1
2.962,-7.49,-7.98,1
2.982,-7.61,-7.86,1
3.002,-7.61,-7.86,1
3.022,-7.49,-7.86,1
3.042,-7.49,-7.98,1
3.062,-7.49,-7.98,1
3.083,-7.49,-7.98,1
3.102,-7.49,-7.98,1
3.122,-7.61,-7.86,1
3.142,-7.61,-7.98,1
3.163,-7.61,-7.98,1
3.183,-7.49,-7.86,1
3.202,-7.49,-7.86,1
3.223,-7.61,-7.86,1
3.242,-7.61,-7.98,1
3.262,-7.49,-7.98,1
3.282,-7.61,-7.98,1
3.302,-7.61,-7.98,1
3.322,-7.49,-7.98,1
3.322,-7.61,-7.86,1
3.343,-7.61,-7.98,1
3.363,-7.49,-7.98,1
3.383,-7.49,-7.86,1
3.402,-7.61,-7.86,1
3.422,-7.49,-7.98,1
3.442,-7.49,-7.98,1
3.464,-7.61,-7.98,1
3.483,-7.49,-7.86,1
3.502,-7.49,-7.98,1
3.529,-7.49,-7.86,1
3.542,-7.61,-7.98,1
3.564,-7.61,-7.86,1
3.582,-7.49,-7.86,1
3.602,-7.61,-7.98,1
3.622,-7.61,-7.98,1
3.645,-7.49,-7.98,1
3.662,-7.49,-7.98,1
3.683,-7.49,-7.98,1
3.702,-7.61,-7.86,1
3.723,-7.61,-7.86,1
3.744,-7.61,-7.98,1
3.763,-7.49,-7.98,1
3.783,-7.61,-7.86,1
3.804,-7.61,-7.86,1
3.829,-7.49,-7.98,1
3.844,-7.49,-7.98,1
3.864,-7.61,-7.86,1
3.884,-7.49,-7.86,1
3.904,-7.49,-7.98,1
3.923,-7.61,-7.86,1
3.944,-7.61,-7.86,1
3.963,-7.49,-7.98,1
3.983,-7.49,-7.86,1
4.003,-7.49,-7.86,1
4.023,-7.49,-7.98,1
4.047,-7.49,-7.86,1
4.063,-7.61,-7.86,1
4.084,-7.61,-7.98,1
4.104,-7.61,-7.98,1
4.123,-7.49,-7.86,1
4.148,-7.61,-7.86,1
4.164,-7.61,-7.98,1
4.183,-7.49,-7.86,1
4.206,-7.49,-7.98,1
4.224,-7.49,-7.98,1
4.243,-7.49,-7.98,1
4.264,-7.61,-7.98,1
4.284,-7.61,-7.98,1
4.306,-7.49,-7.98,1
4.324,-7.61,-7.98,1
4.344,-7.49,-7.86,1
4.363,-7.61,-7.86,1
4.384,-7.49,-7.98,1
4.403,-7.49,-7.86,1
4.423,-7.61,-7.98,1
4.444,-7.49,-7.98,1
4.464,-7.49,-7.86,1
4.484,-7.49,-7.86,1
4.504,-7.61,-7.86,1
4.524,-7.49,-7.86,1
4.524,-7.61,-7.98,1
4.547,-7.61,-7.86,1
4.565,-7.61,-7.98,1
4.585,-7.61,-7.86,1
4.605,-7.61,-7.98,1
4.63,-7.37,-7.98,1
4.645,-6.27,-7.61,1
4.664,-5.05,-6.63,1
4.684,-4.44,-5.78,1
4.704,-3.46,-5.17,1
4.731,-2.85,-4.44,1
4.745,-2.48,-3.95,1
4.765,-2.11,-3.58,1
4.784,-1.87,-3.09,1
4.805,-1.63,-2.85,1
4.824,-1.5,-2.72,1
4.848,-1.14,-2.6,0
4.864,-0.89,-2.36,0
4.885,-0.77,-2.24,0
4.905,-0.77,-1.99,0
4.931,-0.65,-1.87,0
4.951,-0.65,-1.75,0
4.971,-0.53,-1.75,0
4.991,-0.4,-1.75,0
5.011,-0.4,-1.75,0
5.031,-0.28,-1.75,0
5.051,-0.28,-1.63,0
5.071,-0.28,-1.5,0
5.092,-0.4,-1.5,0
5.111,-0.4,-1.5,0
5.131,-0.28,-1.63,0
5.151,-0.4,-1.75,0
5.171,-0.28,-1.63,0
5.198,-0.28,-1.5,0
5.211,-0.16,-1.38,0
5.231,-0.16,-1.26,0
5.251,-0.04,-1.38,0
5.271,-1.87,-2.97,0
5.298,-3.82,-4.68,0
5.311,-5.41,-6.76,0
5.331,-7.61,-9.08,0
5.331,-9.45,-9.93,0
5.352,-10.06,-10.42,0
5.371,-10.54,-10.67,0
5.392,-10.79,-10.91,0
5.411,-10.91,-11.03,0
5.431,-11.03,-11.16,0
5.452,-11.16,-11.16,0
5.472,-11.28,-11.16,0
5.492,-11.28,-11.16,0
5.511,-11.28,-11.16,0
5.531,-11.28,-11.28,0
5.551,-11.4,-11.28,0
5.571,-11.28,-11.28,0
5.592,-11.28,-11.28,0
5.611,-11.28,-11.28,0
5.631,-11.28,-11.28,0
5.652,-11.4,-11.28,0
5.672,-11.4,-11.28,1
5.691,-11.4,-11.4,1
5.711,-11.4,-11.28,1
5.731,-11.4,-11.4,1
5.731,-11.4,-11.4,1
5.752,-11.4,-11.4,1
5.772,-11.4,-11.4,1
5.792,-11.4,-11.4,1
5.812,-11.4,-11.4,1
5.831,-11.16,-11.03,1
5.852,-10.42,-10.3,1
5.872,-9.69,-8.83,1
5.892,-8.35,-7.49,1
5.912,-6.27,-6.27,1
5.932,-5.17,-5.54,1
5.952,-4.31,-4.92,1
5.972,-3.82,-4.31,1
5.992,-3.34,-3.95,1
6.012,-2.72,-3.7,1
6.032,-2.36,-3.34,1
6.051,-2.11,-3.09,0
6.072,-1.87,-2.97,0
6.092,-1.63,-2.72,0
6.112,-1.26,-2.48,0
6.132,-1.26,-2.48,0
6.152,-1.14,-2.24,0
6.172,-1.01,-2.11,0
6.192,-1.01,-2.11,0
6.213,-0.77,-1.99,0
6.232,-0.77,-1.99,0
6.252,-0.65,-1.99,0
6.272,-0.65,-1.87,0
6.292,-0.65,-1.75,0
6.312,-0.4,-1.75,0
6.333,-0.65,-1.75,0
6.352,-0.53,-1.75,0
6.372,-0.53,-1.75,0
6.392,-0.28,-1.63,0
6.412,-0.04,-1.63,0
6.433,-0.04,-1.5,0
6.452,-0.16,-1.5,0
6.472,-1.75,-3.09,0
6.493,-3.82,-4.8,0
6.513,-5.41,-6.76,0
6.533,-7.61,-8.96,0
6.554,-9.45,-9.93,0
6.573,-10.06,-10.42,0
6.594,-10.54,-10.79,0
6.614,-10.91,-10.91,0
6.634,-10.91,-11.03,0
6.653,-11.16,-11.16,0
6.673,-11.16,-11.16,0
6.693,-11.28,-11.16,0
6.714,-11.28,-11.28,0
6.733,-11.28,-11.16,0
6.753,-11.28,-11.28,0
6.774,-11.4,-11.28,0
6.794,-11.28,-11.28,0
6.814,-11.4,-11.28,0
6.834,-11.4,-11.28,0
6.853,-11.4,-11.28,0
6.873,-11.4,-11.28,0
6.894,-11.4,-11.4,1
6.914,-11.4,-11.4,1
6.934,-11.4,-11.4,1
6.934,-11.4,-11.4,1
6.954,-11.4,-11.4,1
6.975,-11.4,-11.4,1
6.995,-11.4,-11.4,1
7.014,-11.4,-11.4,1
7.035,-11.4,-11.4,1
7.055,-11.16,-11.03,1
7.074,-10.54,-10.42,1
7.094,-9.69,-8.96,1
7.114,-8.22,-7.49,1
7.134,-6.15,-6.39,1
7.155,-5.05,-5.54,1
7.175,-4.31,-4.92,1
7.194,-3.7,-4.44,1
7.214,-3.34,-3.95,1
7.235,-2.72,-3.58,1
7.255,-2.6,-3.34,1
7.275,-2.24,-3.21,0
7.295,-1.75,-2.97,0
7.315,-1.63,-2.72,0
7.335,-1.26,-2.6,0
7.355,-1.38,-2.36,0
7.375,-1.14,-2.24,0
7.395,-1.01,-2.24,0
7.415,-1.01,-2.11,0
7.435,-0.77,-1.99,0
7.456,-0.77,-1.99,0
7.475,-0.77,-1.99,0
7.496,-0.65,-1.87,0
7.515,-0.65,-1.75,0
7.536,-0.53,-1.75,0
7.555,-0.77,-1.87,0
7.575,-0.65,-1.87,0
7.595,-0.53,-1.75,0
7.615,-0.28,-1.63,0
7.635,-0.04,-1.63,0
7.655,-0.16,-1.5,0
7.675,-0.16,-1.5,0
7.695,-1.75,-3.09,0
7.715,-3.82,-4.8,0
7.735,-5.29,-6.76,0
7.735,-7.49,-9.08,0
7.755,-9.32,-10.06,0
7.776,-10.06,-10.42,0
7.795,-10.54,-10.79,0
7.815,-10.79,-10.91,0
7.836,-10.91,-11.03,0
7.856,-11.16,-11.16,0
7.875,-11.16,-11.16,0
7.895,-11.28,-11.28,0
7.916,-11.28,-11.16,0
7.936,-11.28,-11.28,0
7.956,-11.4,-11.28,0
7.976,-11.4,-11.28,0
7.995,-11.4,-11.28,0
8.015,-11.4,-11.28,0
8.035,-11.4,-11.4,0
8.056,-11.4,-11.28,0
8.076,-11.4,-11.4,0
8.095,-11.4,-11.4,1
8.115,-11.4,-11.4,1
8.135,-11.4,-11.4,1
8.156,-11.4,-11.4,1
8.175,-11.4,-11.4,1
8.196,-11.4,-11.4,1
8.216,-11.4,-11.4,1
8.236,-11.52,-11.4,1
8.256,-11.4,-11.4,1
8.276,-11.03,-11.03,1
8.295,-10.54,-10.3,1
8.315,-9.69,-8.96,1
8.336,-8.22,-7.37,1
8.355,-6.39,-6.39,1
8.376,-5.29,-5.66,1
8.396,-4.56,-4.92,1
8.415,-3.7,-4.31,1
8.436,-3.34,-3.95,1
8.456,-2.72,-3.58,1
8.475,-2.6,-3.34,1
8.495,-2.24,-3.09,0
8.515,-1.75,-2.85,0
8.535,-1.5,-2.72,0
8.536,-1.26,-2.48,0
8.556,-1.38,-2.36,0
8.576,-1.38,-2.24,0
8.597,-1.01,-2.11,0
8.616,-1.01,-2.11,0
8.636,-0.65,-1.99,0
8.657,-0.89,-1.99,0
8.676,-0.77,-1.87,0
8.696,-0.65,-1.75,0
8.716,-0.65,-1.63,0
8.737,-0.4,-1.63,0
8.756,-0.65,-1.63,0
8.777,-0.65,-1.75,0
8.796,-0.28,-1.63,0
8.816,-0.16,-1.63,0
8.836,-0.04,-1.5,0
8.856,-0.28,-1.38,0
8.876,-0.16,-1.38,0
8.897,-1.75,-3.09,0
8.916,-3.82,-4.68,0
8.937,-5.41,-6.15,0
8.957,-7.49,-8.59,0
8.977,-9.32,-9.81,0
8.997,-10.06,-10.3,0
9.017,-10.54,-10.67,0
9.038,-10.79,-10.91,0
9.057,-10.91,-11.03,0
9.077,-11.03,-11.16,0
9.098,-11.16,-11.16,0
9.117,-11.28,-11.28,0
9.137,-11.28,-11.28,0
9.157,-11.28,-11.28,0
9.178,-11.28,-11.28,0
9.197,-11.4,-11.28,0
9.217,-11.4,-11.28,0
9.237,-11.4,-11.28,0
9.257,-11.4,-11.28,0
9.277,-11.4,-11.28,0
9.297,-11.4,-11.28,0
9.317,-11.4,-11.4,1
9.337,-11.4,-11.4,1
9.337,-11.4,-11.4,1
9.358,-11.4,-11.4,1
9.378,-11.4,-11.4,1
9.397,-11.4,-11.4,1
9.418,-11.52,-11.4,1
9.444,-11.52,-11.4,1
9.458,-11.4,-11.4,1
9.478,-11.16,-11.03,1
9.497,-10.54,-10.42,1
9.518,-9.81,-9.32,1
9.538,-8.47,-7.73,1
9.564,-6.51,-6.51,1
9.578,-5.17,-5.66,1
9.598,-4.44,-4.92,1
9.618,-3.82,-4.31,1
9.638,-3.21,-3.95,1
9.658,-2.6,-3.58,1
9.678,-2.36,-3.34,0
9.698,-2.11,-3.09,0
9.718,-1.63,-2.85,0
9.745,-1.5,-2.6,0
9.765,-1.14,-2.48,0
9.786,-1.26,-2.24,0
9.805,-1.26,-2.11,0
9.826,-0.89,-2.24,0
9.845,-0.77,-2.11,0
9.865,-0.65,-1.99,0
9.885,-0.77,-1.87,0
9.905,-0.65,-1.75,0
9.931,-0.65,-1.75,0
9.945,-0.4,-1.75,0
