Time (s),Pressure 1 (kPa),Pressure 2 (kPa),Switch State
0.14,-7.61,-7.86,1
0.16,-7.49,-7.86,1
0.181,-7.61,-7.86,1
0.2,-7.61,-7.98,1
0.221,-7.49,-7.86,1
0.24,-7.61,-7.86,1
0.26,-7.49,-7.86,1
0.281,-7.61,-7.98,1
0.301,-7.61,-7.86,1
0.32,-7.49,-7.86,1
0.341,-7.61,-7.98,1
0.36,-7.61,-7.86,1
0.38,-7.49,-7.98,1
0.401,-7.49,-7.86,1
0.421,-7.61,-7.86,1
0.441,-7.49,-7.98,1
0.46,-7.61,-7.86,1
0.48,-7.49,-7.86,1
0.501,-7.61,-7.86,1
0.521,-7.49,-7.86,1
0.541,-7.61,-7.86,1
0.561,-7.49,-7.86,1
0.582,-7.61,-7.98,1
0.601,-7.61,-7.86,1
0.622,-7.61,-7.86,1
0.641,-7.61,-7.86,1
0.661,-7.61,-7.98,1
0.681,-7.49,-7.86,1
0.701,-7.61,-7.98,1
0.722,-7.49,-7.98,1
0.742,-7.49,-7.86,1
0.762,-7.61,-7.86,1
0.781,-7.61,-7.86,1
0.801,-7.49,-7.86,1
0.822,-7.61,-7.86,1
0.841,-7.61,-7.86,1
0.862,-7.61,-7.86,1
0.881,-7.61,-7.86,1
0.902,-7.61,-7.86,1
0.922,-7.61,-7.98,1
0.941,-7.49,-7.86,1
0.962,-7.49,-7.86,1
0.981,-7.61,-7.86,1
1.002,-7.49,-7.86,1
1.022,-7.61,-7.86,1
1.042,-7.61,-7.86,1
1.062,-7.49,-7.86,1
1.081,-7.49,-7.86,1
1.102,-7.61,-7.86,1
1.122,-7.61,-7.86,1
1.141,-7.61,-7.86,1
1.162,-7.49,-7.86,1
1.182,-7.61,-7.86,1
1.202,-7.61,-7.86,1
1.221,-7.49,-7.86,1
1.242,-7.49,-7.86,1
1.262,-7.61,-7.86,1
1.281,-7.61,-7.86,1
1.302,-7.49,-7.86,1
1.322,-7.61,-7.86,1
1.342,-7.61,-7.86,1
1.342,-7.61,-7.98,1
1.363,-7.61,-7.86,1
1.382,-7.49,-7.86,1
1.403,-7.61,-7.86,1
1.422,-7.49,-7.86,1
1.443,-7.49,-7.86,1
1.462,-7.61,-7.86,1
1.483,-7.61,-7.98,1
1.502,-7.61,-7.98,1
1.522,-7.61,-7.98,1
1.542,-7.61,-7.98,1
1.562,-7.61,-7.86,1
1.582,-7.61,-7.86,1
1.602,-7.49,-7.98,1
1.623,-7.61,-7.86,1
1.642,-7.61,-7.86,1
1.662,-7.61,-7.86,1
1.682,-7.61,-7.98,1
1.702,-7.61,-7.98,1
1.722,-7.61,-7.86,1
1.743,-7.61,-7.86,1
1.763,-7.61,-7.86,1
1.783,-7.49,-7.86,1
1.803,-7.61,-7.86,1
1.823,-7.49,-7.98,1
1.843,-7.49,-7.86,1
1.863,-7.49,-7.86,1
1.883,-7.61,-7.86,1
1.903,-7.49,-7.86,1
1.923,-7.61,-7.86,1
1.944,-7.61,-7.86,1
1.963,-7.61,-7.86,1
1.983,-7.61,-7.98,1
2.003,-7.61,-7.98,1
2.023,-7.61,-7.86,1
2.043,-7.61,-7.86,1
2.064,-7.61,-7.86,1
2.083,-7.61,-7.86,1
2.103,-7.61,-7.86,1
2.123,-7.49,-7.86,1
2.143,-7.61,-7.98,1
2.143,-7.49,-7.98,1
2.164,-7.61,-7.86,1
2.184,-7.61,-7.86,1
2.204,-7.49,-7.86,1
2.224,-7.61,-7.86,1
2.244,-7.61,-7.86,1
2.264,-7.61,-7.86,1
2.284,-7.61,-7.86,1
2.304,-7.61,-7.86,1
2.323,-7.61,-7.86,1
2.344,-7.49,-7.98,1
2.364,-7.49,-7.86,1
2.384,-7.61,-7.86,1
2.404,-7.49,-7.86,1
2.424,-7.61,-7.86,1
2.444,-7.49,-7.98,1
2.464,-7.61,-7.86,1
2.484,-7.61,-7.86,1
2.504,-7.61,-7.86,1
2.524,-7.61,-7.86,1
2.544,-7.61,-7.98,1
2.564,-7.61,-7.86,1
2.585,-7.61,-7.86,1
2.604,-7.61,-7.98,1
2.625,-7.61,-7.98,1
2.645,-7.49,-7.86,1
2.665,-7.61,-7.86,1
2.685,-7.61,-7.86,1
2.705,-7.49,-7.86,1
2.725,-7.61,-7.86,1
2.745,-7.61,-7.86,1
2.765,-7.61,-7.98,1
2.785,-7.49,-7.86,1
2.804,-7.61,-7.86,1
2.825,-7.49,-7.86,1
2.845,-7.61,-7.98,1
2.864,-7.61,-7.86,1
2.885,-7.61,-7.86,1
2.904,-7.61,-7.86,1
2.924,-7.49,-7.86,1
2.945,-7.61,-7.86,1
2.945,-7.61,-7.98,1
2.965,-7.49,-7.86,1
2.985,-7.61,-7.86,1
3.005,-7.49,-7.86,1
3.025,-7.49,-7.86,1
3.046,-7.61,-7.86,1
3.065,-7.61,-7.98,1
3.085,-7.49,-7.98,1
3.105,-7.61,-7.86,1
3.125,-7.49,-7.86,1
3.145,-7.49,-7.86,1
3.165,-7.61,-7.86,1
3.185,-7.49,-7.86,1
3.206,-7.61,-7.86,1
3.226,-7.61,-7.86,1
3.246,-7.61,-7.86,1
3.265,-7.61,-7.98,1
3.286,-7.49,-7.86,1
3.306,-7.49,-7.86,1
3.326,-7.49,-7.86,1
3.345,-7.37,-7.98,1
3.365,-7.0,-7.98,1
3.386,-6.63,-7.98,1
3.406,-6.63,-7.86,1
3.426,-6.76,-7.98,1
3.446,-6.88,-7.86,1
3.466,-7.12,-7.86,1
3.486,-7.25,-7.86,1
3.506,-7.25,-7.86,1
3.526,-7.37,-7.86,1
3.546,-7.49,-7.86,1
3.566,-7.49,-7.98,1
3.586,-7.49,-7.86,1
3.606,-7.49,-7.86,1
3.626,-7.49,-7.86,1
3.646,-7.49,-7.86,1
3.666,-7.49,-7.86,1
3.686,-7.49,-7.98,1
3.711,-7.49,-7.98,1
3.726,-7.49,-7.86,1
3.746,-7.49,-7.98,1
3.746,-7.49,-8.22,1
3.767,-7.49,-8.71,1
3.787,-7.49,-8.96,1
3.806,-7.49,-8.71,1
3.826,-7.49,-8.59,1
3.847,-7.49,-8.35,1
3.867,-7.49,-8.22,1
3.887,-7.61,-8.1,1
3.911,-7.49,-8.1,1
3.927,-7.49,-7.98,1
3.946,-7.49,-7.98,1
3.966,-7.61,-7.98,1
3.994,-7.49,-7.98,1
4.007,-7.49,-7.98,1
4.026,-7.49,-7.98,1
4.046,-7.61,-7.98,1
4.066,-7.61,-7.98,1
4.086,-7.49,-7.98,1
4.111,-7.49,-7.98,1
4.126,-7.49,-7.86,1
4.146,-7.49,-7.98,1
4.167,-7.49,-7.86,1
4.186,-7.49,-7.86,1
4.207,-7.61,-7.86,1
4.227,-7.49,-7.98,1
4.247,-7.49,-7.98,1
4.267,-7.61,-7.86,1
4.287,-7.49,-7.86,1
4.306,-7.49,-7.98,1
4.327,-7.49,-7.98,1
4.347,-7.61,-7.98,1
4.367,-7.61,-7.98,1
4.394,-7.49,-7.98,1
4.407,-7.61,-7.98,1
4.427,-7.49,-7.98,1
4.447,-7.49,-7.86,1
4.467,-7.49,-7.98,1
4.487,-7.61,-7.98,1
4.511,-7.49,-7.86,1
4.527,-7.49,-7.86,1
4.546,-7.49,-7.86,1
4.567,-7.49,-7.98,1
4.587,-7.49,-7.86,1
4.607,-7.49,-7.98,1
4.627,-7.49,-7.86,1
4.647,-7.49,-7.98,1
4.667,-7.37,-7.86,1
4.687,-6.27,-7.61,1
4.707,-5.29,-6.63,1
4.727,-4.31,-5.78,1
4.747,-3.58,-5.05,1
4.767,-3.09,-4.44,1
4.792,-2.72,-3.95,1
4.807,-2.48,-3.58,1
4.827,-2.11,-3.21,1
4.847,-1.63,-2.97,1
4.867,-1.38,-2.85,1
4.887,-1.26,-2.72,0
4.911,-1.14,-2.48,0
4.927,-1.14,-2.24,0
4.947,-0.77,-2.11,0
4.967,-0.89,-2.11,0
4.99,-0.77,-1.99,0
5.007,-0.89,-1.99,0
5.027,-0.65,-1.87,0
5.047,-0.53,-1.87,0
5.068,-0.65,-1.75,0
5.087,-0.65,-1.63,0
5.107,-0.65,-1.63,0
5.127,-0.4,-1.75,0
5.148,-0.4,-1.63,0
5.167,-0.53,-1.63,0
5.189,-0.53,-1.63,0
5.207,-0.28,-1.5,0
5.227,-0.28,-1.38,0
5.247,-0.4,-1.5,0
5.268,-0.4,-1.5,0
5.287,-0.28,-1.5,0
5.311,-1.75,-2.85,0
5.327,-3.95,-4.56,0
5.347,-5.54,-6.51,0
5.368,-7.73,-8.71,0
5.387,-9.45,-9.93,0
5.408,-10.18,-10.42,0
5.427,-10.79,-10.67,0
5.447,-10.91,-10.91,0
5.468,-11.03,-11.03,0
5.488,-11.03,-11.16,0
5.508,-11.16,-11.16,0
5.528,-11.28,-11.28,0
5.547,-11.28,-11.16,0
5.567,-11.28,-11.16,0
5.587,-11.28,-11.16,0
5.607,-11.28,-11.28,0
5.627,-11.4,-11.28,0
5.648,-11.28,-11.4,0
5.668,-11.28,-11.28,0
5.688,-11.4,-11.28,0
5.708,-11.4,-11.4,0
5.727,-11.4,-11.4,1
5.748,-11.4,-11.4,1
5.748,-11.4,-11.4,1
5.769,-11.4,-11.4,1
5.789,-11.4,-11.4,1
5.809,-11.4,-11.4,1
5.828,-11.4,-11.4,1
5.849,-11.4,-11.4,1
5.868,-11.4,-11.4,1
5.889,-11.16,-11.03,1
5.909,-10.54,-10.42,1
5.929,-9.69,-8.96,1
5.949,-7.98,-7.49,1
5.968,-6.51,-6.51,1
5.989,-5.41,-5.66,1
6.009,-4.31,-4.92,1
6.029,-3.82,-4.44,1
6.049,-3.46,-3.95,1
6.069,-3.09,-3.58,1
6.089,-2.48,-3.46,1
6.109,-2.11,-3.21,0
6.128,-1.87,-3.09,0
6.148,-1.75,-2.72,0
6.149,-1.63,-2.6,0
6.17,-1.38,-2.36,0
6.19,-1.26,-2.24,0
6.21,-1.14,-2.24,0
6.23,-1.14,-2.24,0
6.25,-1.14,-2.24,0
6.27,-0.77,-2.11,0
6.29,-0.77,-1.99,0
6.31,-0.89,-1.87,0
6.33,-0.89,-1.87,0
6.35,-0.89,-1.87,0
6.37,-0.4,-1.87,0
6.39,-0.53,-1.87,0
6.409,-0.53,-1.87,0
6.429,-0.53,-1.75,0
6.45,-0.65,-1.63,0
6.47,-0.4,-1.63,0
6.49,-0.4,-1.63,0
6.51,-1.75,-2.85,0
6.53,-3.7,-4.68,0
6.55,-5.29,-6.51,0
6.55,-7.25,-8.83,0
6.571,-9.08,-9.93,0
6.591,-10.06,-10.42,0
6.611,-10.67,-10.67,0
6.631,-10.91,-10.91,0
6.651,-11.03,-11.03,0
6.671,-11.03,-11.03,0
6.69,-11.16,-11.16,0
6.711,-11.16,-11.16,0
6.731,-11.28,-11.16,0
6.751,-11.28,-11.16,0
6.771,-11.28,-11.16,0
6.791,-11.28,-11.28,0
6.811,-11.4,-11.28,0
6.831,-11.28,-11.28,0
6.851,-11.28,-11.28,0
6.871,-11.28,-11.28,0
6.891,-11.4,-11.4,0
6.911,-11.4,-11.4,1
