Time (s),Pressure 1 (kPa),Pressure 2 (kPa),Switch State
0.127,-7.61,-7.86,1
0.148,-7.61,-7.86,1
0.168,-7.49,-7.86,1
0.188,-7.61,-7.86,1
0.208,-7.49,-7.86,1
0.228,-7.49,-7.86,1
0.248,-7.61,-7.86,1
0.268,-7.61,-7.86,1
0.288,-7.49,-7.86,1
0.308,-7.61,-7.86,1
0.328,-7.49,-7.86,1
0.347,-7.49,-7.86,1
0.368,-7.61,-7.86,1
0.388,-7.61,-7.86,1
0.407,-7.61,-7.86,1
0.428,-7.61,-7.86,1
0.448,-7.49,-7.86,1
0.47,-7.61,-7.86,1
0.487,-7.49,-7.86,1
0.508,-7.49,-7.86,1
0.527,-7.49,-7.86,1
0.548,-7.49,-7.86,1
0.567,-7.49,-7.86,1
0.588,-7.49,-7.86,1
0.608,-7.61,-7.86,1
0.628,-7.49,-7.98,1
0.648,-7.61,-7.86,1
0.668,-7.49,-7.86,1
0.688,-7.49,-7.86,1
0.708,-7.61,-7.86,1
0.728,-7.61,-7.86,1
0.748,-7.61,-7.86,1
0.768,-7.49,-7.86,1
0.788,-7.61,-7.86,1
0.808,-7.61,-7.86,1
0.828,-7.61,-7.86,1
0.848,-7.49,-7.86,1
0.868,-7.49,-7.98,1
0.888,-7.61,-7.86,1
0.908,-7.61,-7.86,1
0.928,-7.61,-7.86,1
0.928,-7.61,-7.86,1
0.949,-7.61,-7.98,1
0.969,-7.61,-7.98,1
0.988,-7.61,-7.98,1
1.009,-7.61,-7.98,1
1.028,-7.61,-7.86,1
1.048,-7.61,-7.86,1
1.069,-7.61,-7.86,1
1.089,-7.61,-7.86,1
1.108,-7.49,-7.86,1
1.129,-7.61,-7.86,1
1.149,-7.49,-7.86,1
1.168,-7.49,-7.86,1
1.188,-7.61,-7.98,1
1.208,-7.61,-7.86,1
1.229,-7.61,-7.98,1
1.248,-7.61,-7.86,1
1.269,-7.61,-7.86,1
1.289,-7.61,-7.98,1
1.309,-7.49,-7.86,1
1.328,-7.61,-7.86,1
1.348,-7.61,-7.86,1
1.368,-7.49,-7.86,1
1.389,-7.61,-7.86,1
1.408,-7.61,-7.86,1
1.429,-7.61,-7.98,1
1.449,-7.61,-7.98,1
1.469,-7.61,-7.86,1
1.489,-7.61,-7.86,1
1.509,-7.61,-7.86,1
1.528,-7.49,-7.86,1
1.548,-7.61,-7.86,1
1.569,-7.61,-7.86,1
1.589,-7.61,-7.86,1
1.608,-7.61,-7.86,1
1.628,-7.49,-7.86,1
1.648,-7.61,-7.86,1
1.67,-7.61,-7.86,1
1.689,-7.49,-7.86,1
1.708,-7.61,-7.86,1
1.729,-7.49,-7.86,1
1.729,-7.61,-7.98,1
1.75,-7.49,-7.86,1
1.77,-7.61,-7.86,1
1.789,-7.61,-7.86,1
1.809,-7.61,-7.86,1
1.83,-7.61,-7.86,1
1.85,-7.61,-7.86,1
1.869,-7.49,-7.86,1
1.889,-7.61,-7.86,1
1.909,-7.49,-7.86,1
1.929,-7.61,-7.86,1
1.949,-7.61,-7.86,1
1.969,-7.61,-7.98,1
1.989,-7.61,-7.86,1
2.009,-7.49,-7.86,1
2.029,-7.49,-7.86,1
2.049,-7.61,-7.98,1
2.07,-7.61,-7.86,1
2.089,-7.49,-7.86,1
2.109,-7.61,-7.86,1
2.129,-7.49,-7.86,1
2.149,-7.61,-7.86,1
2.169,-7.61,-7.86,1
2.189,-7.61,-7.86,1
2.209,-7.61,-7.86,1
2.23,-7.61,-7.86,1
2.25,-7.61,-7.86,1
2.27,-7.61,-7.86,1
2.289,-7.61,-7.86,1
2.309,-7.61,-7.86,1
2.329,-7.61,-7.86,1
2.349,-7.49,-7.86,1
2.369,-7.61,-7.86,1
2.389,-7.61,-7.86,1
2.409,-7.49,-7.86,1
2.43,-7.61,-7.86,1
2.449,-7.49,-7.86,1
2.469,-7.61,-7.86,1
2.489,-7.61,-7.86,1
2.51,-7.49,-7.86,1
2.529,-7.61,-7.86,1
2.529,-7.49,-7.86,1
2.55,-7.61,-7.86,1
2.57,-7.49,-7.86,1
2.589,-7.61,-7.98,1
2.609,-7.61,-7.86,1
2.629,-7.61,-7.86,1
2.649,-7.61,-7.98,1
2.67,-7.61,-7.98,1
2.69,-7.49,-7.86,1
2.709,-7.61,-7.86,1
2.729,-7.49,-7.86,1
2.75,-7.49,-7.86,1
2.769,-7.49,-7.86,1
2.789,-7.49,-7.86,1
2.81,-7.61,-7.86,1
2.83,-7.61,-7.86,1
2.849,-7.49,-7.86,1
2.869,-7.61,-7.86,1
2.889,-7.49,-7.86,1
2.909,-7.49,-7.86,1
2.929,-7.49,-7.86,1
2.929,-7.61,-7.86,1
2.95,-7.61,-7.86,1
2.969,-7.61,-7.86,1
2.99,-7.49,-7.86,1
3.01,-7.49,-7.86,1
3.029,-7.61,-7.86,1
3.049,-7.49,-7.86,1
3.069,-7.61,-7.86,1
3.09,-7.61,-7.86,1
3.109,-7.61,-7.86,1
3.13,-7.49,-7.86,1
3.15,-7.61,-7.86,1
3.169,-7.61,-7.86,1
3.189,-7.61,-7.86,1
3.209,-7.49,-7.86,1
3.23,-7.49,-7.86,1
3.249,-7.61,-7.86,1
3.27,-7.61,-7.86,1
3.29,-7.49,-7.86,1
3.31,-7.49,-7.86,1
3.329,-7.49,-7.86,1
3.35,-7.25,-7.98,1
3.369,-7,-7.86,1
3.39,-7.12,-7.86,1
3.41,-7.12,-7.86,1
3.43,-7.25,-7.86,1
3.45,-7.25,-7.86,1
3.47,-7.25,-7.86,1
3.49,-7.37,-7.86,1
3.51,-7.37,-7.86,1
3.53,-7.49,-7.86,1
3.55,-7.49,-7.86,1
3.57,-7.49,-7.98,1
3.59,-7.49,-7.86,1
3.611,-7.49,-7.86,1
3.63,-7.49,-7.86,1
3.65,-7.49,-7.86,1
3.67,-7.49,-7.86,1
3.69,-7.49,-7.98,1
3.71,-7.49,-8.35,1
3.73,-7.49,-8.71,1
3.73,-7.49,-8.83,1
3.75,-7.49,-8.96,1
3.771,-7.49,-8.83,1
3.791,-7.61,-8.59,1
3.811,-7.61,-8.47,1
3.83,-7.49,-8.22,1
3.85,-7.49,-8.1,1
3.871,-7.61,-8.1,1
3.891,-7.49,-7.98,1
3.911,-7.49,-7.98,1
3.93,-7.61,-7.98,1
3.951,-7.49,-7.86,1
3.97,-7.61,-7.98,1
3.99,-7.49,-7.98,1
4.011,-7.49,-7.98,1
4.03,-7.61,-7.98,1
4.051,-7.61,-7.98,1
4.07,-7.49,-7.98,1
4.09,-7.61,-7.98,1
4.11,-7.61,-7.98,1
4.13,-7.61,-7.86,1
4.13,-7.61,-7.98,1
4.15,-7.61,-7.86,1
4.171,-7.49,-7.86,1
4.19,-7.61,-7.86,1
4.211,-7.61,-7.86,1
4.23,-7.49,-7.86,1
4.251,-7.49,-7.86,1
4.271,-7.49,-7.98,1
4.29,-7.61,-7.86,1
4.311,-7.49,-7.86,1
4.331,-7.61,-7.86,1
4.351,-7.61,-7.98,1
4.371,-7.49,-7.86,1
4.391,-7.49,-7.86,1
4.411,-7.61,-7.86,1
4.431,-7.61,-7.98,1
4.451,-7.49,-7.86,1
4.471,-7.61,-7.86,1
4.491,-7.61,-7.86,1
4.51,-7.61,-7.98,1
4.531,-7.49,-7.98,1
4.552,-7.61,-7.86,1
4.572,-7.61,-7.86,1
4.592,-7.49,-7.98,1
4.611,-6.88,-7.73,1
4.632,-5.54,-6.76,1
4.652,-4.68,-5.78,1
4.672,-3.82,-5.17,1
4.691,-3.09,-4.56,1
4.712,-2.6,-4.07,1
4.731,-2.36,-3.7,1
4.752,-2.11,-3.34,1
4.772,-1.75,-3.09,1
4.792,-1.5,-2.85,1
4.811,-1.38,-2.6,0
4.831,-1.01,-2.48,0
4.852,-0.89,-2.36,0
4.872,-0.77,-2.24,0
4.892,-0.65,-2.11,0
4.912,-0.65,-1.99,0
4.932,-0.53,-1.99,0
4.932,-0.65,-1.87,0
4.952,-0.53,-1.87,0
4.972,-0.53,-1.75,0
4.992,-0.4,-1.75,0
5.013,-0.28,-1.63,0
5.033,-0.28,-1.75,0
5.053,-0.28,-1.63,0
5.073,-0.4,-1.75,0
5.093,-0.4,-1.75,0
5.112,-0.28,-1.75,0
5.132,-0.16,-1.63,0
5.152,-0.04,-1.5,0
5.173,-0.04,-1.5,0
5.193,-0.16,-1.5,0
5.213,-0.77,-2.11,0
5.232,-2.97,-4.07,0
5.253,-4.68,-6.39,0
5.273,-5.78,-8.83,0
5.293,-7.49,-9.93,0
5.313,-9.45,-10.42,0
5.333,-10.42,-10.67,0
5.333,-10.79,-10.91,0
5.353,-10.91,-11.03,0
5.373,-11.03,-11.16,0
5.393,-11.16,-11.16,0
5.414,-11.16,-11.16,0
5.434,-11.28,-11.28,0
5.453,-11.28,-11.16,0
5.473,-11.4,-11.28,0
5.493,-11.28,-11.28,0
5.513,-11.4,-11.28,0
5.534,-11.4,-11.28,0
5.553,-11.4,-11.28,0
5.573,-11.4,-11.28,0
5.593,-11.4,-11.4,0
5.613,-11.4,-11.4,1
5.633,-11.4,-11.28,1
5.653,-11.4,-11.4,1
5.674,-11.4,-11.28,1
5.694,-11.4,-11.28,1
5.717,-11.4,-11.28,1
5.733,-11.4,-11.4,1
5.733,-11.52,-11.4,1
5.754,-11.52,-11.4,1
5.774,-11.4,-11.28,1
5.794,-10.91,-10.67,1
5.814,-10.18,-9.93,1
5.833,-8.96,-8.47,1
5.854,-7.12,-7.12,1
5.873,-5.66,-6.15,1
5.894,-4.8,-5.41,1
5.914,-4.19,-4.68,1
5.933,-3.58,-4.19,1
5.953,-2.97,-3.82,1
5.974,-2.48,-3.58,1
5.993,-2.24,-3.34,1
6.014,-1.99,-3.09,0
6.034,-1.75,-2.97,0
6.054,-1.26,-2.72,0
6.073,-1.26,-2.48,0
6.093,-1.26,-2.36,0
6.114,-1.14,-2.24,0
6.134,-1.01,-2.24,0
6.134,-0.77,-2.24,0
6.155,-0.65,-2.11,0
6.175,-0.77,-2.11,0
6.194,-0.77,-1.99,0
6.215,-0.65,-1.87,0
6.235,-0.53,-1.75,0
6.254,-0.53,-1.75,0
6.275,-0.53,-1.87,0
6.295,-0.4,-1.99,0
6.315,-0.4,-1.87,0
6.334,-0.28,-1.75,0
6.355,-0.28,-1.63,0
6.374,-0.53,-1.5,0
6.394,-1.01,-2.36,0
6.415,-3.21,-4.07,0
6.435,-4.92,-6.02,0
6.455,-6.39,-8.59,0
6.475,-8.71,-9.81,0
6.494,-10.06,-10.42,0
6.515,-10.54,-10.67,0
6.535,-10.91,-10.91,0
6.555,-11.03,-11.03,0
6.575,-11.03,-11.03,0
6.595,-11.03,-11.16,0
6.615,-11.28,-11.16,0
6.635,-11.28,-11.16,0
6.655,-11.4,-11.16,0
6.675,-11.28,-11.16,0
6.695,-11.28,-11.16,0
6.715,-11.28,-11.28,0
6.735,-11.4,-11.28,0
6.755,-11.28,-11.28,0
6.775,-11.28,-11.28,0
6.796,-11.4,-11.28,0
6.816,-11.4,-11.28,1
6.835,-11.4,-11.28,1
6.855,-11.4,-11.28,1
6.875,-11.28,-11.28,1
6.895,-11.4,-11.28,1
6.915,-11.4,-11.28,1
6.935,-11.4,-11.28,1
6.935,-11.4,-11.28,1
6.955,-11.4,-11.4,1
6.975,-11.28,-11.16,1
6.995,-10.79,-10.54,1
7.015,-10.06,-8.96,1
7.036,-8.83,-7.37,1
7.055,-7,-6.39,1
7.076,-5.66,-5.54,1
7.096,-4.8,-4.92,1
7.116,-4.07,-4.44,1
7.135,-3.58,-4.07,1
7.155,-3.09,-3.7,1
7.175,-2.48,-3.46,1
7.196,-2.24,-3.21,1
7.215,-2.11,-2.97,0
7.236,-1.75,-2.85,0
7.256,-1.38,-2.6,0
7.275,-1.26,-2.6,0
7.295,-1.26,-2.48,0
7.315,-1.01,-2.24,0
7.336,-1.01,-2.24,0
7.336,-0.77,-2.24,0
7.356,-0.77,-1.99,0
7.376,-0.65,-1.87,0
7.396,-0.53,-1.87,0
7.417,-0.65,-1.87,0
7.436,-0.4,-1.87,0
7.456,-0.4,-1.87,0
7.476,-0.65,-1.87,0
7.496,-0.4,-1.87,0
7.516,-0.4,-1.75,0
7.536,-0.16,-1.75,0
7.557,-0.04,-1.63,0
7.576,-0.04,-1.63,0
7.596,-1.01,-2.24,0
7.616,-3.09,-3.95,0
7.636,-4.68,-5.66,0
7.656,-6.15,-8.22,0
7.677,-8.47,-9.69,0
7.696,-9.81,-10.3,0
7.716,-10.42,-10.54,0
7.736,-10.79,-10.91,0
7.736,-11.03,-11.03,0
7.756,-11.03,-11.16,0
7.777,-11.16,-11.16,0
7.797,-11.28,-11.16,0
7.817,-11.28,-11.16,0
7.837,-11.4,-11.28,0
7.857,-11.4,-11.28,0
7.876,-11.28,-11.28,0
7.897,-11.4,-11.28,0
7.917,-11.4,-11.28,0
7.937,-11.4,-11.28,0
7.956,-11.4,-11.28,0
7.976,-11.4,-11.28,0
7.996,-11.4,-11.28,1
8.017,-11.52,-11.4,1
8.036,-11.4,-11.28,1
8.057,-11.4,-11.4,1
8.077,-11.4,-11.4,1
8.096,-11.4,-11.4,1
8.116,-11.4,-11.4,1
8.136,-11.4,-11.28,1
8.136,-11.52,-11.4,1
