Time (s),Pressure 1 (kPa),Pressure 2 (kPa),Switch State
0.122,-7.61,-7.86,1
0.143,-7.61,-7.98,1
0.163,-7.49,-7.86,1
0.182,-7.61,-7.86,1
0.202,-7.49,-7.86,1
0.222,-7.49,-7.86,1
0.243,-7.49,-7.86,1
0.263,-7.61,-7.98,1
0.283,-7.49,-7.98,1
0.302,-7.61,-7.86,1
0.322,-7.61,-7.86,1
0.342,-7.61,-7.86,1
0.363,-7.61,-7.86,1
0.383,-7.61,-7.86,1
0.402,-7.49,-7.86,1
0.422,-7.61,-7.86,1
0.442,-7.61,-7.86,1
0.462,-7.61,-7.86,1
0.483,-7.61,-7.86,1
0.502,-7.49,-7.86,1
0.523,-7.61,-7.86,1
0.543,-7.49,-7.86,1
0.563,-7.49,-7.86,1
0.584,-7.61,-7.86,1
0.604,-7.61,-7.86,1
0.623,-7.49,-7.86,1
0.644,-7.61,-7.86,1
0.663,-7.49,-7.86,1
0.683,-7.61,-7.86,1
0.703,-7.61,-7.86,1
0.724,-7.49,-7.86,1
0.744,-7.49,-7.86,1
0.764,-7.61,-7.86,1
0.783,-7.49,-7.86,1
0.803,-7.61,-7.86,1
0.823,-7.61,-7.86,1
0.843,-7.49,-7.98,1
0.863,-7.61,-7.86,1
0.883,-7.49,-7.86,1
0.903,-7.49,-7.86,1
0.923,-7.61,-7.86,1
0.944,-7.61,-7.86,1
0.963,-7.61,-7.86,1
0.984,-7.61,-7.86,1
1.003,-7.61,-7.86,1
1.024,-7.49,-7.86,1
1.043,-7.61,-7.86,1
1.064,-7.49,-7.86,1
1.084,-7.61,-7.86,1
1.104,-7.61,-7.86,1
1.124,-7.61,-7.86,1
1.143,-7.49,-7.98,1
1.164,-7.61,-7.86,1
1.185,-7.61,-7.86,1
1.205,-7.49,-7.86,1
1.223,-7.61,-7.86,1
1.244,-7.49,-7.86,1
1.264,-7.61,-7.86,1
1.285,-7.49,-7.86,1
1.304,-7.49,-7.86,1
1.324,-7.49,-7.86,1
1.345,-7.61,-7.86,1
1.365,-7.49,-7.86,1
1.385,-7.61,-7.86,1
1.405,-7.49,-7.86,1
1.425,-7.61,-7.86,1
1.445,-7.61,-7.86,1
1.465,-7.61,-7.86,1
1.485,-7.49,-7.86,1
1.505,-7.49,-7.86,1
1.525,-7.61,-7.86,1
1.544,-7.61,-7.86,1
1.565,-7.49,-7.86,1
1.585,-7.49,-7.86,1
1.605,-7.61,-7.86,1
1.625,-7.61,-7.86,1
1.645,-7.61,-7.98,1
1.665,-7.61,-7.98,1
1.685,-7.49,-7.98,1
1.705,-7.61,-7.86,1
1.725,-7.61,-7.86,1
1.746,-7.49,-7.86,1
1.767,-7.49,-7.86,1
1.785,-7.49,-7.98,1
1.805,-7.49,-7.86,1
1.826,-7.49,-7.86,1
1.846,-7.61,-7.86,1
1.865,-7.49,-7.86,1
1.886,-7.61,-7.86,1
1.906,-7.49,-7.86,1
1.926,-7.49,-7.86,1
1.946,-7.61,-7.98,1
1.965,-7.49,-7.86,1
1.985,-7.49,-7.86,1
2.006,-7.61,-7.86,1
2.026,-7.49,-7.86,1
2.046,-7.61,-7.98,1
2.066,-7.49,-7.86,1
2.086,-7.61,-7.86,1
2.106,-7.61,-7.86,1
2.126,-7.49,-7.98,1
2.126,-7.61,-7.98,1
2.147,-7.61,-7.86,1
2.167,-7.61,-7.86,1
2.187,-7.49,-7.98,1
2.206,-7.61,-7.86,1
2.226,-7.49,-7.86,1
2.247,-7.61,-7.86,1
2.267,-7.49,-7.86,1
2.286,-7.61,-7.86,1
2.307,-7.49,-7.86,1
2.326,-7.61,-7.86,1
2.346,-7.61,-7.86,1
2.366,-7.61,-7.86,1
2.386,-7.61,-7.86,1
2.407,-7.49,-7.86,1
2.426,-7.49,-7.86,1
2.446,-7.61,-7.98,1
2.466,-7.49,-7.86,1
2.486,-7.61,-7.86,1
2.506,-7.61,-7.86,1
2.526,-7.49,-7.86,1
2.547,-7.61,-7.86,1
2.567,-7.61,-7.86,1
2.587,-7.61,-7.86,1
2.607,-7.61,-7.86,1
2.627,-7.61,-7.86,1
2.647,-7.49,-7.86,1
2.667,-7.49,-7.86,1
2.687,-7.61,-7.86,1
2.707,-7.49,-7.86,1
2.727,-7.49,-7.86,1
2.747,-7.49,-7.86,1
2.767,-7.49,-7.86,1
2.787,-7.49,-7.86,1
2.807,-7.49,-7.86,1
2.827,-7.49,-7.86,1
2.847,-7.61,-7.86,1
2.867,-7.61,-7.86,1
2.887,-7.61,-7.86,1
2.907,-7.61,-7.86,1
2.927,-7.61,-7.86,1
2.927,-7.61,-7.86,1
2.948,-7.61,-7.86,1
2.968,-7.49,-7.86,1
2.987,-7.61,-7.86,1
3.008,-7.61,-7.86,1
3.027,-7.49,-7.86,1
3.047,-7.61,-7.98,1
3.068,-7.61,-7.86,1
3.088,-7.49,-7.98,1
3.108,-7.61,-7.86,1
3.128,-7.49,-7.98,1
3.148,-7.49,-7.86,1
3.167,-7.61,-7.86,1
3.188,-7.61,-7.86,1
3.208,-7.61,-7.86,1
3.228,-7.49,-7.86,1
3.248,-7.61,-7.86,1
3.268,-7.61,-7.86,1
3.288,-7.61,-7.86,1
3.308,-7.49,-7.86,1
3.328,-7.61,-7.86,1
3.348,-7.49,-7.98,1
3.368,-7.61,-7.86,1
3.389,-7.61,-7.98,1
3.409,-7.49,-7.98,1
3.428,-7.49,-7.86,1
3.448,-7.49,-7.86,1
3.468,-7.61,-7.86,1
3.488,-7.49,-7.86,1
3.508,-7.49,-7.86,1
3.528,-7.49,-7.86,1
3.548,-7.61,-7.86,1
3.568,-7.61,-7.98,1
3.588,-7.61,-7.98,1
3.608,-7.61,-7.86,1
3.628,-7.61,-7.86,1
3.648,-7.61,-7.98,1
3.669,-7.49,-7.86,1
3.688,-7.61,-7.86,1
3.708,-7.61,-7.86,1
3.728,-7.49,-7.86,1
3.728,-7.49,-8.22,1
3.749,-7.49,-8.59,1
3.769,-7.61,-8.83,1
3.789,-7.61,-9.08,1
3.808,-7.61,-8.83,1
3.828,-7.61,-8.71,1
3.849,-7.61,-8.47,1
3.869,-7.49,-8.22,1
3.888,-7.49,-8.1,1
3.908,-7.61,-8.1,1
3.928,-7.61,-7.98,1
3.949,-7.61,-7.98,1
3.969,-7.61,-7.98,1
3.988,-7.49,-7.98,1
4.008,-7.61,-7.98,1
4.028,-7.61,-7.98,1
4.048,-7.49,-7.98,1
4.069,-7.49,-7.98,1
4.088,-7.61,-7.98,1
4.108,-7.49,-7.86,1
4.129,-7.61,-7.98,1
4.129,-7.49,-7.86,1
4.15,-7.61,-7.86,1
4.17,-7.49,-7.86,1
4.191,-7.49,-7.86,1
4.209,-7.49,-7.86,1
4.229,-7.61,-7.98,1
4.249,-7.61,-7.86,1
4.269,-7.61,-7.86,1
4.29,-7.61,-7.98,1
4.31,-7.49,-7.98,1
4.33,-7.61,-7.86,1
4.35,-7.49,-7.86,1
4.369,-7.61,-7.86,1
4.39,-7.49,-7.98,1
4.409,-7.61,-7.98,1
4.43,-7.61,-7.86,1
4.45,-7.61,-7.86,1
4.47,-7.61,-7.86,1
4.49,-7.61,-7.86,1
4.509,-7.61,-7.86,1
4.529,-7.61,-7.86,1
4.529,-7.61,-7.86,1
4.55,-7.49,-7.98,1
4.569,-7.61,-7.86,1
4.59,-7.61,-7.86,1
4.609,-7.61,-7.98,1
4.629,-7.37,-7.49,1
4.65,-6.88,-6.39,1
4.669,-5.54,-5.66,1
4.69,-4.44,-4.8,1
4.71,-3.7,-4.31,1
4.73,-3.34,-3.82,1
4.75,-2.97,-3.46,1
4.77,-2.36,-2.97,1
4.79,-2.11,-2.72,1
4.809,-1.87,-2.6,0
4.83,-1.75,-2.36,0
4.85,-1.38,-2.24,0
4.87,-1.01,-1.99,0
4.89,-0.89,-1.87,0
4.91,-1.01,-1.75,0
4.93,-0.89,-1.75,0
4.93,-0.77,-1.75,0
4.951,-0.65,-1.63,0
4.971,-0.65,-1.63,0
4.991,-0.77,-1.5,0
5.01,-0.53,-1.5,0
5.031,-0.53,-1.38,0
5.051,-0.28,-1.38,0
5.071,-0.28,-1.38,0
5.09,-0.65,-1.38,0
5.11,-0.65,-1.26,0
5.131,-0.65,-1.14,0
5.151,-0.28,-1.14,0
5.171,-0.16,-1.14,0
5.191,-0.28,-1.14,0
5.211,-0.28,-1.26,0
5.231,-1.26,-2.48,0
5.251,-3.34,-4.31,0
5.271,-4.92,-7.0,0
5.291,-6.88,-9.08,0
5.311,-8.96,-10.06,0
5.33,-9.93,-10.54,0
5.33,-10.42,-10.79,0
5.35,-10.79,-10.91,0
5.37,-10.91,-11.03,0
5.391,-11.03,-11.16,0
5.411,-11.16,-11.16,0
5.431,-11.16,-11.28,0
5.451,-11.28,-11.28,0
5.471,-11.4,-11.28,0
5.49,-11.28,-11.28,0
5.511,-11.28,-11.28,0
5.531,-11.28,-11.4,0
5.551,-11.4,-11.28,0
5.571,-11.4,-11.4,0
5.59,-11.4,-11.4,0
5.61,-11.4,-11.4,0
5.631,-11.4,-11.4,1
5.65,-11.4,-11.4,1
5.671,-11.4,-11.4,1
5.691,-11.4,-11.4,1
5.71,-11.4,-11.4,1
5.73,-11.52,-11.4,1
5.751,-11.4,-11.4,1
5.771,-11.4,-11.4,1
5.79,-11.4,-11.4,1
5.811,-11.28,-11.28,1
5.831,-10.67,-10.54,1
5.851,-9.93,-9.08,1
5.871,-8.59,-7.73,1
5.891,-6.88,-6.39,1
5.911,-5.54,-5.54,1
5.93,-4.92,-4.8,1
5.951,-4.19,-4.31,1
5.971,-3.46,-3.82,1
5.991,-2.97,-3.58,1
6.01,-2.6,-3.34,1
6.031,-2.6,-3.09,0
6.051,-2.24,-2.85,0
6.071,-1.75,-2.6,0
6.091,-1.5,-2.36,0
6.111,-1.38,-2.24,0
6.131,-1.5,-2.11,0
6.152,-1.14,-2.11,0
6.172,-1.01,-2.11,0
6.192,-0.89,-1.99,0
6.211,-0.89,-1.87,0
6.232,-1.14,-1.75,0
6.252,-0.77,-1.63,0
6.271,-0.65,-1.5,0
6.292,-0.53,-1.5,0
6.311,-0.77,-1.5,0
6.331,-0.89,-1.5,0
6.351,-0.65,-1.38,0
6.372,-0.53,-1.38,0
6.392,-0.28,-1.26,0
6.412,-0.4,-1.26,0
6.432,-0.65,-1.26,0
6.452,-1.38,-2.48,0
6.472,-3.46,-4.31,0
6.492,-5.05,-6.51,0
6.512,-7.12,-8.83,0
6.531,-9.08,-9.93,0
6.531,-10.06,-10.42,0
6.552,-10.42,-10.67,0
