Time (s),Pressure 1 (kPa),Pressure 2 (kPa),Switch State
0.117,-7.61,-7.86,1
0.138,-7.49,-7.86,1
0.158,-7.61,-7.86,1
0.177,-7.61,-7.86,1
0.197,-7.49,-7.98,1
0.217,-7.61,-7.86,1
0.237,-7.49,-7.86,1
0.258,-7.49,-7.86,1
0.278,-7.61,-7.98,1
0.297,-7.49,-7.86,1
0.317,-7.61,-7.86,1
0.338,-7.61,-7.86,1
0.358,-7.49,-7.86,1
0.378,-7.49,-7.86,1
0.398,-7.61,-7.86,1
0.417,-7.61,-7.86,1
0.437,-7.49,-7.86,1
0.458,-7.61,-7.86,1
0.478,-7.61,-7.86,1
0.498,-7.49,-7.86,1
0.518,-7.49,-7.86,1
0.538,-7.61,-7.86,1
0.559,-7.49,-7.86,1
0.579,-7.49,-7.86,1
0.599,-7.49,-7.86,1
0.618,-7.49,-7.86,1
0.639,-7.49,-7.86,1
0.659,-7.49,-7.86,1
0.679,-7.49,-7.86,1
0.698,-7.49,-7.86,1
0.719,-7.49,-7.86,1
0.739,-7.61,-7.98,1
0.759,-7.49,-7.86,1
0.779,-7.49,-7.86,1
0.799,-7.61,-7.86,1
0.818,-7.49,-7.86,1
0.839,-7.61,-7.86,1
0.858,-7.49,-7.86,1
0.878,-7.61,-7.86,1
0.898,-7.49,-7.86,1
0.919,-7.61,-7.86,1
0.939,-7.49,-7.86,1
0.959,-7.49,-7.86,1
0.98,-7.49,-7.86,1
1.0,-7.49,-7.86,1
1.019,-7.61,-7.86,1
1.04,-7.49,-7.86,1
1.06,-7.49,-7.86,1
1.08,-7.61,-7.86,1
1.1,-7.61,-7.86,1
1.12,-7.61,-7.86,1
1.139,-7.49,-7.86,1
1.159,-7.61,-7.86,1
1.18,-7.49,-7.86,1
1.2,-7.49,-7.86,1
1.22,-7.49,-7.86,1
1.24,-7.61,-7.86,1
1.26,-7.49,-7.86,1
1.28,-7.61,-7.86,1
1.3,-7.61,-7.86,1
1.32,-7.49,-7.86,1
1.32,-7.49,-7.86,1
1.34,-7.49,-7.86,1
1.36,-7.49,-7.86,1
1.38,-7.61,-7.86,1
1.401,-7.61,-7.86,1
1.42,-7.61,-7.86,1
1.44,-7.49,-7.86,1
1.46,-7.49,-7.86,1
1.48,-7.61,-7.98,1
1.5,-7.61,-7.86,1
1.52,-7.49,-7.86,1
1.541,-7.61,-7.86,1
1.561,-7.49,-7.86,1
1.58,-7.49,-7.86,1
1.601,-7.49,-7.86,1
1.62,-7.61,-7.86,1
1.641,-7.49,-7.86,1
1.66,-7.61,-7.86,1
1.68,-7.49,-7.86,1
1.701,-7.61,-7.86,1
1.721,-7.61,-7.86,1
1.742,-7.49,-7.86,1
1.762,-7.49,-7.86,1
1.782,-7.49,-7.98,1
1.801,-7.61,-7.86,1
1.821,-7.49,-7.86,1
1.841,-7.61,-7.86,1
1.861,-7.49,-7.86,1
1.881,-7.49,-7.86,1
1.901,-7.49,-7.86,1
1.921,-7.49,-7.98,1
1.942,-7.49,-7.86,1
1.961,-7.49,-7.86,1
1.981,-7.49,-7.86,1
2.001,-7.61,-7.86,1
2.021,-7.61,-7.86,1
2.041,-7.61,-7.86,1
2.061,-7.61,-7.86,1
2.081,-7.61,-7.86,1
2.101,-7.49,-7.98,1
2.121,-7.49,-7.86,1
2.141,-7.49,-7.86,1
2.162,-7.49,-7.86,1
2.182,-7.61,-7.86,1
2.201,-7.61,-7.86,1
2.221,-7.49,-7.86,1
2.241,-7.49,-7.86,1
2.261,-7.49,-7.86,1
2.281,-7.49,-7.86,1
2.301,-7.49,-7.86,1
2.321,-7.49,-7.86,1
2.341,-7.49,-7.86,1
2.362,-7.61,-7.86,1
2.381,-7.61,-7.86,1
2.401,-7.49,-7.86,1
2.421,-7.61,-7.86,1
2.442,-7.61,-7.86,1
2.461,-7.49,-7.86,1
2.482,-7.49,-7.86,1
2.501,-7.49,-7.86,1
2.521,-7.61,-7.86,1
2.542,-7.49,-7.86,1
2.562,-7.61,-7.86,1
2.582,-7.61,-7.86,1
2.602,-7.49,-7.86,1
2.622,-7.49,-7.86,1
2.642,-7.61,-7.86,1
2.662,-7.49,-7.86,1
2.681,-7.49,-7.86,1
2.702,-7.49,-7.86,1
2.721,-7.61,-7.86,1
2.742,-7.49,-7.86,1
2.762,-7.49,-7.86,1
2.782,-7.49,-7.86,1
2.802,-7.49,-7.86,1
2.821,-7.61,-7.86,1
2.841,-7.61,-7.86,1
2.862,-7.49,-7.86,1
2.881,-7.49,-7.86,1
2.902,-7.61,-7.86,1
2.922,-7.49,-7.86,1
2.943,-7.49,-7.86,1
2.962,-7.61,-7.86,1
2.982,-7.49,-7.86,1
3.002,-7.49,-7.86,1
3.022,-7.61,-7.86,1
3.042,-7.61,-7.86,1
3.062,-7.61,-7.86,1
3.082,-7.49,-7.86,1
3.102,-7.49,-7.86,1
3.122,-7.49,-7.86,1
3.142,-7.49,-7.86,1
3.162,-7.49,-7.86,1
3.182,-7.49,-7.86,1
3.202,-7.49,-7.86,1
3.222,-7.49,-7.86,1
3.242,-7.61,-7.86,1
3.262,-7.61,-7.86,1
3.282,-7.49,-7.86,1
3.302,-7.49,-7.86,1
3.322,-7.61,-7.86,1
3.343,-7.49,-7.86,1
3.363,-7.49,-7.86,1
3.382,-7.49,-7.86,1
3.402,-7.49,-7.86,1
3.422,-7.37,-7.86,1
3.443,-7.25,-7.86,1
3.462,-7.37,-7.86,1
3.482,-7.37,-7.86,1
3.502,-7.37,-7.86,1
3.524,-7.37,-7.86,1
3.543,-7.37,-7.86,1
3.563,-7.37,-7.86,1
3.582,-7.49,-7.86,1
3.602,-7.49,-7.86,1
3.624,-7.49,-7.86,1
3.643,-7.49,-7.86,1
3.662,-7.49,-7.86,1
3.683,-7.49,-7.86,1
3.702,-7.49,-7.86,1
3.723,-7.49,-7.86,1
3.743,-7.49,-7.86,1
3.764,-7.49,-7.98,1
3.783,-7.49,-8.35,1
3.803,-7.61,-8.71,1
3.823,-7.49,-8.83,1
3.843,-7.49,-8.71,1
3.863,-7.49,-8.59,1
3.883,-7.49,-8.35,1
3.903,-7.49,-8.22,1
3.923,-7.61,-8.1,1
3.943,-7.61,-8.1,1
3.963,-7.61,-7.98,1
3.983,-7.61,-7.98,1
4.003,-7.49,-7.98,1
4.023,-7.49,-7.98,1
4.043,-7.49,-7.98,1
4.063,-7.49,-7.98,1
4.083,-7.49,-7.86,1
4.104,-7.49,-7.98,1
4.124,-7.61,-7.86,1
4.124,-7.49,-7.98,1
4.145,-7.49,-7.98,1
4.164,-7.49,-7.86,1
4.184,-7.61,-7.86,1
4.204,-7.49,-7.86,1
4.224,-7.49,-7.86,1
4.244,-7.61,-7.86,1
4.264,-7.49,-7.86,1
4.285,-7.49,-7.86,1
4.305,-7.49,-7.86,1
4.324,-7.61,-7.86,1
4.344,-7.61,-7.98,1
4.364,-7.49,-7.86,1
4.384,-7.61,-7.86,1
4.404,-7.49,-7.86,1
4.424,-7.49,-7.86,1
4.444,-7.61,-7.86,1
4.464,-7.49,-7.98,1
4.485,-7.49,-7.86,1
4.504,-7.49,-7.86,1
4.524,-7.49,-7.86,1
4.524,-7.49,-7.86,1
4.544,-7.49,-7.86,1
4.564,-7.61,-7.86,1
4.585,-7.61,-7.86,1
4.605,-7.49,-7.86,1
4.625,-7.49,-7.86,1
4.645,-7.49,-7.98,1
4.664,-6.76,-7.61,1
4.684,-6.15,-7.25,1
4.704,-5.78,-6.63,1
4.724,-5.41,-6.39,1
4.745,-5.17,-6.02,1
4.765,-4.92,-5.78,1
4.785,-4.68,-5.66,1
4.805,-4.44,-5.54,1
4.824,-4.31,-5.29,1
4.844,-4.31,-5.29,1
4.864,-4.19,-5.17,1
4.884,-4.19,-5.05,1
4.904,-4.31,-5.05,1
4.924,-4.31,-5.05,1
4.944,-4.19,-4.92,1
4.965,-4.07,-4.92,1
4.985,-3.95,-4.92,0
5.004,-3.95,-4.92,0
5.025,-3.95,-4.92,0
5.044,-3.82,-4.92,0
5.064,-3.95,-4.8,0
5.084,-4.07,-4.8,0
5.104,-3.95,-4.8,0
5.125,-3.82,-4.8,0
5.145,-3.82,-4.8,0
5.165,-3.82,-4.68,0
5.185,-3.95,-4.68,0
5.205,-3.82,-4.8,0
5.225,-3.95,-4.8,0
5.244,-4.07,-4.8,0
5.264,-3.95,-4.8,0
5.284,-3.7,-4.8,0
5.305,-3.82,-4.8,0
5.325,-3.82,-4.68,0
5.325,-3.82,-4.68,0
5.345,-3.82,-4.68,0
5.366,-3.82,-4.68,0
5.385,-3.82,-4.68,0
5.405,-3.95,-4.68,0
5.425,-3.82,-4.68,0
5.445,-3.82,-4.68,0
5.465,-3.82,-4.68,0
5.485,-3.82,-4.8,0
5.505,-3.82,-4.68,0
5.526,-3.82,-4.68,0
5.545,-3.7,-4.68,0
5.565,-3.7,-4.68,0
5.586,-3.7,-4.56,0
5.606,-3.7,-4.56,0
5.625,-3.7,-4.56,0
5.645,-3.58,-4.56,0
5.665,-3.7,-4.56,0
5.685,-3.7,-4.68,0
5.705,-4.19,-5.05,0
5.725,-5.29,-6.15,0
5.745,-6.27,-6.88,0
5.766,-6.76,-7.86,0
5.785,-7.12,-8.96,0
5.806,-7.98,-9.32,0
5.826,-8.83,-9.57,0
5.845,-9.32,-9.81,0
5.866,-9.57,-9.93,0
5.885,-9.69,-9.93,0
5.906,-9.81,-9.93,0
5.925,-9.93,-10.06,0
5.945,-9.93,-9.93,0
5.966,-10.06,-10.06,0
5.985,-10.06,-10.06,0
6.006,-10.06,-10.18,0
6.025,-10.06,-10.18,0
6.045,-10.06,-10.18,0
6.065,-10.06,-10.18,0
6.086,-10.18,-10.18,0
6.105,-10.18,-10.18,0
6.126,-10.18,-10.18,0
6.126,-10.18,-10.18,0
6.147,-10.18,-10.18,0
6.166,-10.18,-10.18,0
6.187,-10.18,-10.18,0
6.206,-10.18,-10.18,0
6.227,-10.18,-10.18,0
6.246,-10.18,-10.18,0
6.266,-10.18,-10.18,0
6.286,-10.18,-10.18,0
6.307,-10.18,-10.3,0
6.326,-10.18,-10.18,0
6.346,-10.18,-10.18,0
6.366,-10.3,-10.18,0
6.386,-10.3,-10.18,0
6.406,-10.3,-10.3,0
6.426,-10.3,-10.3,1
6.446,-10.18,-10.3,1
6.466,-10.18,-10.3,1
6.486,-10.18,-10.3,1
6.506,-10.18,-10.3,1
6.526,-10.18,-10.3,1
6.526,-10.3,-10.3,1
6.547,-10.3,-10.3,1
6.566,-10.3,-10.3,1
6.587,-10.3,-10.3,1
6.607,-10.3,-10.3,1
6.627,-10.3,-10.3,1
6.647,-10.3,-10.3,1
6.666,-10.3,-10.3,1
6.686,-10.18,-10.06,1
6.707,-9.45,-9.45,1
6.726,-8.96,-8.83,1
6.747,-8.47,-7.98,1
6.766,-7.98,-7.25,1
6.787,-7.12,-6.76,1
6.806,-6.51,-6.39,1
6.826,-6.02,-6.15,1
6.846,-5.41,-5.9,1
6.867,-5.17,-5.66,1
6.886,-4.92,-5.54,1
6.907,-4.8,-5.41,1
6.927,-4.68,-5.29,1
6.927,-4.56,-5.17,1
6.948,-4.68,-5.17,1
6.967,-4.68,-5.05,1
6.987,-4.44,-5.05,1
7.007,-4.19,-5.05,0
7.027,-4.07,-5.05,0
7.047,-4.07,-5.05,0
7.067,-4.07,-5.05,0
7.087,-4.07,-5.05,0
7.108,-4.19,-4.92,0
7.127,-4.07,-4.92,0
7.147,-3.95,-4.8,0
7.167,-3.95,-4.8,0
7.187,-3.95,-4.8,0
7.207,-3.95,-4.8,0
7.227,-3.95,-4.8,0
7.247,-3.95,-4.8,0
7.267,-4.07,-4.8,0
7.288,-4.07,-4.8,0
7.308,-3.95,-4.8,0
7.327,-3.82,-4.8,0
7.327,-3.82,-4.8,0
7.348,-3.82,-4.8,0
7.368,-3.82,-4.68,0
7.388,-3.95,-4.68,0
7.408,-3.95,-4.68,0
7.428,-4.07,-4.68,0
7.449,-3.82,-4.68,0
7.468,-3.82,-4.68,0
7.488,-3.82,-4.8,0
7.507,-3.95,-4.8,0
7.528,-3.82,-4.8,0
7.548,-3.82,-4.8,0
7.568,-3.7,-4.68,0
7.588,-3.82,-4.68,0
7.608,-3.7,-4.68,0
7.628,-3.7,-4.56,0
7.648,-3.7,-4.56,0
7.668,-3.7,-4.56,0
7.688,-3.7,-4.56,0
7.708,-3.82,-4.56,0
7.729,-3.7,-4.68,0
7.749,-4.68,-5.54,0
7.774,-5.78,-6.51,0
7.789,-6.51,-7.25,0
7.809,-6.88,-8.47,0
7.83,-7.49,-9.08,0
7.849,-8.47,-9.45,0
7.87,-9.08,-9.69,0
7.889,-9.45,-9.81,0
7.909,-9.69,-9.93,0
7.929,-9.81,-9.93,0
7.949,-9.93,-10.06,0
7.97,-9.93,-10.06,0
7.989,-10.06,-9.93,0
8.009,-10.06,-10.06,0
8.029,-10.06,-10.06,0
8.057,-10.18,-10.18,0
8.069,-10.06,-10.18,0
8.089,-10.06,-10.06,0
8.109,-10.18,-10.18,0
8.129,-10.18,-10.18,0
8.15,-10.3,-10.18,0
8.169,-10.18,-10.18,0
8.19,-10.18,-10.18,0
8.209,-10.18,-10.06,0
8.23,-10.18,-10.18,0
8.25,-10.18,-10.18,0
8.27,-10.3,-10.18,0
8.29,-10.3,-10.18,0
8.31,-10.3,-10.18,0
8.33,-10.18,-10.18,0
8.349,-10.18,-10.18,0
8.37,-10.18,-10.18,0
8.39,-10.18,-10.3,0
8.41,-10.3,-10.3,0
8.43,-10.3,-10.3,0
8.45,-10.18,-10.3,0
8.469,-10.3,-10.3,0
8.49,-10.3,-10.18,1
8.51,-10.18,-10.3,1
8.53,-10.18,-10.3,1
8.55,-10.18,-10.3,1
8.57,-10.18,-10.3,1
8.594,-10.3,-10.3,1
8.611,-10.18,-10.3,1
8.631,-10.18,-10.3,1
8.65,-10.3,-10.3,1
8.671,-10.3,-10.3,1
8.69,-10.3,-10.3,1
8.71,-10.3,-10.3,1
8.731,-10.3,-10.3,1
8.75,-10.3,-10.3,1
8.771,-9.81,-9.81,1
8.79,-9.2,-9.2,1
8.811,-8.71,-8.47,1
8.831,-8.35,-7.49,1
8.85,-7.61,-7.0,1
8.87,-6.88,-6.51,1
8.89,-6.39,-6.27,1
8.91,-5.9,-6.02,1
8.931,-5.17,-5.78,1
8.931,-5.05,-5.66,1
8.954,-4.8,-5.54,1
8.974,-4.68,-5.41,1
8.995,-4.68,-5.17,1
9.015,-4.56,-5.17,1
9.032,-4.68,-5.17,1
9.056,-4.68,-5.05,1
9.072,-4.44,-5.05,1
9.097,-4.07,-5.05,0
9.111,-3.95,-5.05,0
9.131,-3.95,-5.05,0
9.152,-4.07,-4.92,0
9.172,-4.07,-4.92,0
9.2,-4.19,-4.92,0
9.211,-4.19,-4.8,0
9.241,-3.95,-4.8,0
9.251,-3.82,-4.8,0
9.271,-3.95,-4.8,0
9.294,-3.95,-4.8,0
9.311,-3.95,-4.8,0
9.332,-3.95,-4.8,0
9.357,-4.07,-4.8,0
9.372,-4.07,-4.92,0
9.392,-3.95,-4.92,0
9.412,-3.7,-4.8,0
9.432,-3.7,-4.8,0
9.452,-3.7,-4.8,0
9.472,-3.82,-4.68,0
9.492,-3.82,-4.68,0
9.513,-3.95,-4.68,0
9.532,-3.95,-4.68,0
9.552,-3.82,-4.68,0
9.572,-3.7,-4.68,0
9.592,-3.82,-4.68,0
9.612,-3.82,-4.8,0
9.632,-3.82,-4.8,0
9.652,-3.82,-4.68,0
9.672,-3.82,-4.56,0
9.693,-3.82,-4.56,0
9.712,-3.7,-4.56,0
9.733,-3.58,-4.44,0
9.733,-3.58,-4.44,0
9.753,-3.7,-4.56,0
9.773,-3.82,-4.56,0
9.793,-3.95,-4.68,0
9.813,-5.05,-5.78,0
9.833,-6.02,-6.63,0
9.853,-6.63,-7.61,0
9.873,-7.12,-8.71,0
9.893,-7.86,-9.32,0
9.914,-8.83,-9.57,0
9.933,-9.32,-9.81,0
